SK_CompanyID,SPRating,addressLine1,addressLine2,batchID,ceo,city,companyID,country,description,effectiveDate,endDate,foundingDate,industry,isCurrent,isLowGrade,name,postalCode,stateProv,status
387,"BB  ","22986 Norfolk Lane                                                              ","                                                                                ",1,"Reiling                                                                                             ","Anaheim                  ",45,"Canada                  ","azniCFxCSBzelXRaDSsoAYNOGaEdPeyyNuUPyOszEiGQHWzsoFGMRJOoVmuBARIQkFlswwjz                                                                              ",1977-12-30T00:00:00.0000000,9999-12-31T00:00:00.0000000,1895-06-28T00:00:00.0000000,"Personal & Household Products                     ",true,true,"MDjVavoVSMeRlCAiXqmFZzvARFaNTAslRoYCUeWRGOXU                ","43602       ","Ontario             ","Inactive  "
75,CCC-,"22712 Prairie Crescent                                                          ","                                                                                ",1,"Hakimian                                                                                            ","Denver                   ",46,United States of America,"uNWnsoaSBSIaSGSMQKPEJiQjiqw IEHkUX MnCkC SzCljlTSaTjXzhxmYa TKRiDMTwpbIFkbgLfLKQq                                                                     ",1967-02-17T00:00:00.0000000,1970-06-24T00:00:00.0000000,1936-11-03T00:00:00.0000000,"Airline                                           ",false,true,"QTlJJPTwTIKGjWucWLFdQIFqUFDViLqZHmopzBSaxPctxonmQDYpdPzwRDD ","M6S 1I4     ","MA                  ","Active    "
158,CCC-,"22712 Prairie Crescent                                                          ","                                                                                ",1,"Hakimian                                                                                            ","Denver                   ",46,United States of America,"uNWnsoaSBSIaSGSMQKPEJiQjiqw IEHkUX MnCkC SzCljlTSaTjXzhxmYa TKRiDMTwpbIFkbgLfLKQq                                                                     ",1970-06-24T00:00:00.0000000,9999-12-31T00:00:00.0000000,1939-05-06T00:00:00.0000000,"Airline                                           ",true,true,"QTlJJPTwTIKGjWucWLFdQIFqUFDViLqZHmopzBSaxPctxonmQDYpdPzwRDD ","M6S 1I4     ","MA                  ","Inactive  "
76,"AAA ","12813 Salado Boulevard                                                          ","                                                                                ",1,"Osika                                                                                               ","Buffalo                  ",47,United States of America,"FpAOLLNSNKaXUCbMvwmwHdpRG AWWaTiLIfMkCLXxBXhqllMJTPEZzBsNQPZLgPbafZAETPdrzATLKIZvUTUvPJSOBErgAtIckLlYYUVAl                                            ",1967-02-19T00:00:00.0000000,2002-09-28T00:00:00.0000000,1957-04-25T00:00:00.0000000,"Food Processing                                   ",false,true,"qzuJbEnLbLOlOtyvsWNfYJGAxriKRxn                             ","92123       ","PA                  ","Active    "
1082,"AAA ","12813 Salado Boulevard                                                          ","                                                                                ",1,"Osika                                                                                               ","Buffalo                  ",47,United States of America,"FpAOLLNSNKaXUCbMvwmwHdpRG AWWaTiLIfMkCLXxBXhqllMJTPEZzBsNQPZLgPbafZAETPdrzATLKIZvUTUvPJSOBErgAtIckLlYYUVAl                                            ",2002-09-28T00:00:00.0000000,9999-12-31T00:00:00.0000000,1990-03-20T00:00:00.0000000,"Food Processing                                   ",true,true,"qzuJbEnLbLOlOtyvsWNfYJGAxriKRxn                             ","92123       ","PA                  ","Inactive  "
77,CCC-,"11902 Monterey South                                                            ","                                                                                ",1,"Vicente                                                                                             ","Vallejo                  ",48,United States of America,"UIROvptpUHNIKxzVmCLIPmhX HKmfL ATh xvNvfYkGFmeaRMOytJTISvFwoVyDukMLcnRod                                                                              ",1967-02-19T00:00:00.0000000,1973-06-25T00:00:00.0000000,null,"Fish/Livestock                                    ",false,true,"yJZRFbHLdseBeTnJIpEmTJtfrrDaEFBWyS                          ","18102       ","Manitoba            ","Active    "
248,CCC-,"11902 Monterey South                                                            ","                                                                                ",1,"Vicente                                                                                             ","Vallejo                  ",48,United States of America,"UIROvptpUHNIKxzVmCLIPmhX HKmfL ATh xvNvfYkGFmeaRMOytJTISvFwoVyDukMLcnRod                                                                              ",1973-06-25T00:00:00.0000000,1987-09-29T00:00:00.0000000,null,"Audio & Video Equipment                           ",false,true,"yJZRFbHLdseBeTnJIpEmTJtfrrDaEFBWyS                          ","18102       ","Manitoba            ","Active    "
659,CCC-,"11902 Monterey South                                                            ","                                                                                ",1,"Vicente                                                                                             ","Vallejo                  ",48,United States of America,"UIROvptpUHNIKxzVmCLIPmhX HKmfL ATh xvNvfYkGFmeaRMOytJTISvFwoVyDukMLcnRod                                                                              ",1987-09-29T00:00:00.0000000,9999-12-31T00:00:00.0000000,null,"Audio & Video Equipment                           ",true,true,"yJZRFbHLdseBeTnJIpEmTJtfrrDaEFBWyS                          ","18102       ","Manitoba            ","Inactive  "
78,"BBB ","20902 Ashley Avenue                                                             ","                                                                                ",1,"Philipson                                                                                           ","Modesto                  ",49,United States of America,"FRolmcXxfoBrNkED Rh eRGTEnjQGKNBhmiwiMIVeEPCKfZPDPyBpLUNIVDAuqJObmGfHpFtLmQBBDuaBTNHymeDGCSsXC pKAegeuusSEogsPX iPxHUDCMDqxTmiERSbPLXdbKYoVSKJLjjhm   ",1967-02-20T00:00:00.0000000,2006-06-30T00:00:00.0000000,null,"Furniture & Fixtures                              ",false,true,"BzijSDvPCIJvDDDXrPdu                                        ","90048       ","MI                  ","Active    "
1181,"BBB ","20902 Ashley Avenue                                                             ","                                                                                ",1,"Philipson                                                                                           ","Modesto                  ",49,United States of America,"FRolmcXxfoBrNkED Rh eRGTEnjQGKNBhmiwiMIVeEPCKfZPDPyBpLUNIVDAuqJObmGfHpFtLmQBBDuaBTNHymeDGCSsXC pKAegeuusSEogsPX iPxHUDCMDqxTmiERSbPLXdbKYoVSKJLjjhm   ",2006-06-30T00:00:00.0000000,9999-12-31T00:00:00.0000000,null,"Furniture & Fixtures                              ",true,true,"BzijSDvPCIJvDDDXrPdu                                        ","90048       ","MI                  ","Inactive  "
79,"AAA ","5385 Young West                                                                 ","                                                                                ",1,"Degrange                                                                                            ","Mobile                   ",50,"Canada                  ","DSAWXXJpJtYSfjjPBUBSTtFBPzAVcLqglVlwFQ                                                                                                                ",1967-02-22T00:00:00.0000000,1971-09-27T00:00:00.0000000,null,"Money Center Banks                                ",false,true,"WKHSDaFEDSYXOynePKHWBGLeJ                                   ","80143       ","NH                  ","Active    "
217,"AAA ","5385 Young West                                                                 ","                                                                                ",1,"Degrange                                                                                            ","Mobile                   ",50,"Canada                  ","DSAWXXJpJtYSfjjPBUBSTtFBPzAVcLqglVlwFQ                                                                                                                ",1971-09-27T00:00:00.0000000,1981-09-28T00:00:00.0000000,null,"Misc. Capital Goods                               ",false,true,"WKHSDaFEDSYXOynePKHWBGLeJ                                   ","80143       ","NH                  ","Active    "
477,"AAA ","5385 Young West                                                                 ","                                                                                ",1,"Degrange                                                                                            ","Mobile                   ",50,"Canada                  ","DSAWXXJpJtYSfjjPBUBSTtFBPzAVcLqglVlwFQ                                                                                                                ",1981-09-28T00:00:00.0000000,2012-09-30T00:00:00.0000000,null,"Beverages (Alcoholic)                             ",false,true,"WKHSDaFEDSYXOynePKHWBGLeJ                                   ","80143       ","NH                  ","Active    "
1360,"AAA ","5385 Young West                                                                 ","                                                                                ",1,"Degrange                                                                                            ","Mobile                   ",50,"Canada                  ","DSAWXXJpJtYSfjjPBUBSTtFBPzAVcLqglVlwFQ                                                                                                                ",2012-09-30T00:00:00.0000000,9999-12-31T00:00:00.0000000,null,"Beverages (Alcoholic)                             ",true,true,"WKHSDaFEDSYXOynePKHWBGLeJ                                   ","80143       ","NH                  ","Inactive  "
80,"A   ","23355 Williams Boulevard                                                        ","                                                                                ",1,"Vanscoy                                                                                             ","Hartford                 ",51,United States of America,"sNPgiYOxIlfKBTFTEscPGnNRqrxXeIOkXHkoQabCfzIXDQomJcIFUCFIuCNOsEBuoj                                                                                    ",1967-02-24T00:00:00.0000000,2010-09-30T00:00:00.0000000,1955-09-14T00:00:00.0000000,"Money Center Banks                                ",false,true,"AChNrBRFTkjZjDXSGVlG                                        ","45236       ","MS                  ","Active    "
1304,"A   ","23355 Williams Boulevard                                                        ","                                                                                ",1,"Vanscoy                                                                                             ","Hartford                 ",51,United States of America,"sNPgiYOxIlfKBTFTEscPGnNRqrxXeIOkXHkoQabCfzIXDQomJcIFUCFIuCNOsEBuoj                                                                                    ",2010-09-30T00:00:00.0000000,9999-12-31T00:00:00.0000000,1995-05-18T00:00:00.0000000,"Recreational Products                             ",true,true,"AChNrBRFTkjZjDXSGVlG                                        ","45236       ","MS                  ","Active    "
81,"C   ","23007 Wakeforest Way                                                            ","                                                                                ",1,"Reiling                                                                                             ","Peoria                   ",52,United States of America,"cktEzhvQkSaFh                                                                                                                                         ",1967-02-26T00:00:00.0000000,1972-12-29T00:00:00.0000000,1901-08-02T00:00:00.0000000,"Auto & Truck Manufacturers                        ",false,true,"VRCqMDchijxAuePBgjywAGgqrVRBEFpiTlAyRVbIdJsaEVtlYWHXc       ","V6S 1S2     ","MA                  ","Active    "
246,"C   ","23007 Wakeforest Way                                                            ","                                                                                ",1,"Reiling                                                                                             ","Peoria                   ",52,United States of America,"cktEzhvQkSaFh                                                                                                                                         ",1972-12-29T00:00:00.0000000,9999-12-31T00:00:00.0000000,1904-03-06T00:00:00.0000000,"Water Transportation                              ",true,true,"VRCqMDchijxAuePBgjywAGgqrVRBEFpiTlAyRVbIdJsaEVtlYWHXc       ","V6S 1S2     ","MA                  ","Active    "
82,"B-  ","10484 Waverly Road                                                              ","                                                                                ",1,"Ragle                                                                                               ","Flint                    ",53,"Canada                  ","ZAwlFXsSzGdCEGLqPFslXzVrBlxRwwAVJGkFcXEBTBFxMAeVdKBX                                                                                                  ",1967-02-27T00:00:00.0000000,1972-06-21T00:00:00.0000000,1910-04-26T00:00:00.0000000,"Computer Hardware                                 ",false,true,"ELRDIvILDRFhUOPlOdBNRoJISmXZkKmyFIXaoT                      ","48913       ","AL                  ","Active    "
234,"B-  ","10484 Waverly Road                                                              ","                                                                                ",1,"Ragle                                                                                               ","Flint                    ",53,"Canada                  ","ZAwlFXsSzGdCEGLqPFslXzVrBlxRwwAVJGkFcXEBTBFxMAeVdKBX                                                                                                  ",1972-06-21T00:00:00.0000000,9999-12-31T00:00:00.0000000,1913-01-28T00:00:00.0000000,"Computer Hardware                                 ",true,true,"ELRDIvILDRFhUOPlOdBNRoJISmXZkKmyFIXaoT                      ","48913       ","AL                  ","Inactive  "
83,"A-  ","18716 Greene Drive                                                              ","                                                                                ",1,"Cascio                                                                                              ","Fairbanks                ",54,United States of America,"vcHbIKfpzWZZDo RSHEcACakJxSFRCPHzTUwvRpjUvcBILfLnfhgpKCRAjbDiUaKIkRSkAFD                                                                              ",1967-02-28T00:00:00.0000000,1971-06-23T00:00:00.0000000,1911-02-16T00:00:00.0000000,"Auto & Truck Parts                                ",false,true,"bDehSFMUUzvBayHEfHPXduNBnPkf                                ","30310       ","Ontario             ","Active    "
197,"A-  ","18716 Greene Drive                                                              ","                                                                                ",1,"Cascio                                                                                              ","Fairbanks                ",54,United States of America,"vcHbIKfpzWZZDo RSHEcACakJxSFRCPHzTUwvRpjUvcBILfLnfhgpKCRAjbDiUaKIkRSkAFD                                                                              ",1971-06-23T00:00:00.0000000,9999-12-31T00:00:00.0000000,1913-05-26T00:00:00.0000000,"Auto & Truck Parts                                ",true,true,"bDehSFMUUzvBayHEfHPXduNBnPkf                                ","30310       ","Ontario             ","Active    "
84,"BB+ ","13652 Westerley Drive                                                           ","                                                                                ",1,"Elerson                                                                                             ","Modesto                  ",55,United States of America,"qBpuibzIPSxscMgELVkooNBGBCUhiWLAysTXvFPYMrT GStjFWtBMgfHPFYeldOzagbWIUXMTgytDsoAalpPgLtCnsawoatLzF xJjDVpCiQoEMePWNaGQmOcaGVXxQLezZo kEwnUSRDYLCn     ",1967-03-01T00:00:00.0000000,1971-06-29T00:00:00.0000000,1959-12-06T00:00:00.0000000,"Tires                                             ",false,true,"CVRXvUkWOxdMcWRMhABiVpiKwSnFEzHzbbeQ                        ","73108       ","OH                  ","Active    "
198,"BB+ ","13652 Westerley Drive                                                           ","                                                                                ",1,"Elerson                                                                                             ","Modesto                  ",55,United States of America,"qBpuibzIPSxscMgELVkooNBGBCUhiWLAysTXvFPYMrT GStjFWtBMgfHPFYeldOzagbWIUXMTgytDsoAalpPgLtCnsawoatLzF xJjDVpCiQoEMePWNaGQmOcaGVXxQLezZo kEwnUSRDYLCn     ",1971-06-29T00:00:00.0000000,9999-12-31T00:00:00.0000000,1964-01-10T00:00:00.0000000,"Tires                                             ",true,true,"CVRXvUkWOxdMcWRMhABiVpiKwSnFEzHzbbeQ                        ","73108       ","OH                  ","Inactive  "
85,"D   ","17300 Belt Line Upper                                                           ","                                                                                ",1,"Stacey                                                                                              ","London                   ",56,"Canada                  ","muGRBjiMtUGSvdszdjKHVfsEMxnAyKLbStsFarCFeomTYPgGMpUyREkORCKuxVyRzoLwFha kxAFmWVRc GmpYzoOHEowCOuMBndGeVpn VjsFD                                       ",1967-03-03T00:00:00.0000000,1969-12-25T00:00:00.0000000,1938-04-04T00:00:00.0000000,"Waste Management Services                         ",false,true,"caOaabgKJQaXSZiUGJIHBtXLntUfKAkQvMDyj                       ","M5F 1Y5     ","WV                  ","Active    "
165,"D   ","17300 Belt Line Upper                                                           ","                                                                                ",1,"Stacey                                                                                              ","London                   ",56,"Canada                  ","muGRBjiMtUGSvdszdjKHVfsEMxnAyKLbStsFarCFeomTYPgGMpUyREkORCKuxVyRzoLwFha kxAFmWVRc GmpYzoOHEowCOuMBndGeVpn VjsFD                                       ",1969-12-25T00:00:00.0000000,1982-03-29T00:00:00.0000000,1940-05-24T00:00:00.0000000,"Metal Mining                                      ",false,true,"caOaabgKJQaXSZiUGJIHBtXLntUfKAkQvMDyj                       ","M5F 1Y5     ","WV                  ","Active    "
502,"D   ","17300 Belt Line Upper                                                           ","                                                                                ",1,"Stacey                                                                                              ","London                   ",56,"Canada                  ","muGRBjiMtUGSvdszdjKHVfsEMxnAyKLbStsFarCFeomTYPgGMpUyREkORCKuxVyRzoLwFha kxAFmWVRc GmpYzoOHEowCOuMBndGeVpn VjsFD                                       ",1982-03-29T00:00:00.0000000,9999-12-31T00:00:00.0000000,1949-09-15T00:00:00.0000000,"Metal Mining                                      ",true,true,"caOaabgKJQaXSZiUGJIHBtXLntUfKAkQvMDyj                       ","M5F 1Y5     ","WV                  ","Inactive  "
86,"D   ","10253 Oak Grove Avenue                                                          ","Apt. 478                                                                        ",1,"Harcrow                                                                                             ","Peoria                   ",57,United States of America,"MRRG G IwRAUaYuzXHeDGSiTxTLJmGOfSFIScCPJfG                                                                                                            ",1967-03-05T00:00:00.0000000,1978-03-26T00:00:00.0000000,1926-07-20T00:00:00.0000000,"Auto & Truck Parts                                ",false,true,"jnhGOQaSGPLzBRc                                             ","44106       ","Newfoundland        ","Active    "
395,"D   ","10253 Oak Grove Avenue                                                          ","Apt. 478                                                                        ",1,"Harcrow                                                                                             ","Peoria                   ",57,United States of America,"MRRG G IwRAUaYuzXHeDGSiTxTLJmGOfSFIScCPJfG                                                                                                            ",1978-03-26T00:00:00.0000000,9999-12-31T00:00:00.0000000,1933-11-01T00:00:00.0000000,"Fish/Livestock                                    ",true,true,"jnhGOQaSGPLzBRc                                             ","44106       ","Newfoundland        ","Active    "
87,"BB+ ","21182 Keswick West                                                              ","                                                                                ",1,"Mclarty                                                                                             ","New Orleans              ",58,United States of America,"KEGwsBnmMekfJPhPxjfIRjjOLrNPP QhTdskrJnUiNQtpOwTRGZGPAujGTJQnLzHKCfqqIwjEFwNayHEWQOWzAw tZYHTwHIxJwDVrncLZO c                                         ",1967-03-06T00:00:00.0000000,1987-06-29T00:00:00.0000000,1951-07-21T00:00:00.0000000,"Crops                                             ",false,true,"QFRbFMIOhFIvNDHHKUIHIwUDsyiGpkDUVMQO                        ","T5C 1T2     ","VA                  ","Active    "
652,"BB+ ","21182 Keswick West                                                              ","                                                                                ",1,"Mclarty                                                                                             ","New Orleans              ",58,United States of America,"KEGwsBnmMekfJPhPxjfIRjjOLrNPP QhTdskrJnUiNQtpOwTRGZGPAujGTJQnLzHKCfqqIwjEFwNayHEWQOWzAw tZYHTwHIxJwDVrncLZO c                                         ",1987-06-29T00:00:00.0000000,9999-12-31T00:00:00.0000000,1969-04-23T00:00:00.0000000,"Rental & Leasing                                  ",true,true,"QFRbFMIOhFIvNDHHKUIHIwUDsyiGpkDUVMQO                        ","T5C 1T2     ","VA                  ","Active    "
88,"B+  ","24675 Seneca Road                                                               ","                                                                                ",1,"Weers                                                                                               ","Montreal                 ",59,United States of America,"rZSCyakdjLivcCDPaIRpdpgsv                                                                                                                             ",1967-03-08T00:00:00.0000000,1976-06-26T00:00:00.0000000,1945-11-13T00:00:00.0000000,"Beverages (Non-Alcoholic)                         ",false,true,"VXpGhfFbmgISLSMZVQlpBtNxkRhiLKvoTFIEKvFgIOL                 ","V6L 1Q2     ","OR                  ","Active    "
340,"B+  ","24675 Seneca Road                                                               ","                                                                                ",1,"Weers                                                                                               ","Montreal                 ",59,United States of America,"rZSCyakdjLivcCDPaIRpdpgsv                                                                                                                             ",1976-06-26T00:00:00.0000000,2001-09-29T00:00:00.0000000,1953-07-18T00:00:00.0000000,"Iron & Steel                                      ",false,true,"VXpGhfFbmgISLSMZVQlpBtNxkRhiLKvoTFIEKvFgIOL                 ","V6L 1Q2     ","OR                  ","Active    "
1049,"B+  ","24675 Seneca Road                                                               ","                                                                                ",1,"Weers                                                                                               ","Montreal                 ",59,United States of America,"rZSCyakdjLivcCDPaIRpdpgsv                                                                                                                             ",2001-09-29T00:00:00.0000000,9999-12-31T00:00:00.0000000,1974-05-21T00:00:00.0000000,"Iron & Steel                                      ",true,true,"VXpGhfFbmgISLSMZVQlpBtNxkRhiLKvoTFIEKvFgIOL                 ","V6L 1Q2     ","OR                  ","Inactive  "
89,CCC-,"17068 Imperial Drive                                                            ","                                                                                ",1,"Sontag                                                                                              ","Richmond                 ",60,United States of America,"UxrKJuLXTnSKjRybbFTobJnMBpHmKvCGNhhJMDtOsKUs vnXTldNoAFZUddwyCcxVSQLfiSnbUegACkVHUlieKpAfifIRuGdVJJyRJAxB lyp POTZhPkAK                               ",1967-03-09T00:00:00.0000000,9999-12-31T00:00:00.0000000,1867-02-02T00:00:00.0000000,"Schools                                           ",true,true,"dGTSaPOJMHvtCCHelvrPOQXnY                                   ","91350       ","LA                  ","Active    "
90,"A-  ","4348 Wedgewood East                                                             ","                                                                                ",1,"Ellerby                                                                                             ","Baton Rouge              ",61,United States of America,"AGXBFzesXPGkLKPupRlmPDeMswUKTBZAEVNHZGWePzPeLJrjRwqxVMhUOoHDIqMJwYYBXkXDlFxeRZFFZBQAulzTgprEZPydRSJzbYLnYXDKTzRhFOFoJAG                               ",1967-03-09T00:00:00.0000000,1982-03-29T00:00:00.0000000,1872-07-29T00:00:00.0000000,"Construction - Raw Materials                      ",false,true,"PTNTHCLWsriUMNBFhDQDGtmBPPNiLOSaNy                          ","V6H 1Q7     ","WI                  ","Active    "
503,"A-  ","4348 Wedgewood East                                                             ","                                                                                ",1,"Ellerby                                                                                             ","Baton Rouge              ",61,United States of America,"AGXBFzesXPGkLKPupRlmPDeMswUKTBZAEVNHZGWePzPeLJrjRwqxVMhUOoHDIqMJwYYBXkXDlFxeRZFFZBQAulzTgprEZPydRSJzbYLnYXDKTzRhFOFoJAG                               ",1982-03-29T00:00:00.0000000,2010-06-29T00:00:00.0000000,1875-07-03T00:00:00.0000000,"Chemical Manufacturing                            ",false,true,"PTNTHCLWsriUMNBFhDQDGtmBPPNiLOSaNy                          ","V6H 1Q7     ","WI                  ","Active    "
1293,"A-  ","4348 Wedgewood East                                                             ","                                                                                ",1,"Ellerby                                                                                             ","Baton Rouge              ",61,United States of America,"AGXBFzesXPGkLKPupRlmPDeMswUKTBZAEVNHZGWePzPeLJrjRwqxVMhUOoHDIqMJwYYBXkXDlFxeRZFFZBQAulzTgprEZPydRSJzbYLnYXDKTzRhFOFoJAG                               ",2010-06-29T00:00:00.0000000,9999-12-31T00:00:00.0000000,1880-12-28T00:00:00.0000000,"Office Equipment                                  ",true,true,"PTNTHCLWsriUMNBFhDQDGtmBPPNiLOSaNy                          ","V6H 1Q7     ","WI                  ","Active    "
91,CCC+,"9863 Boll Boulevard                                                             ","                                                                                ",1,"Vandenburg                                                                                          ","Saint John               ",62,United States of America,"VLKtWMBrONDIlIwLJtsYSztBUgEKjqoJRITCeMXztUfWQiKRHKGOIwckDiCdQztaNOVKQSqYEcEUoSEKYFXlWvEgfmbhOcXIJkbDyZQKaS wvAAPKDRkLSnRNOYoFv                        ",1967-03-11T00:00:00.0000000,1970-03-26T00:00:00.0000000,null,"Recreational Products                             ",false,true,"kCGxWShTICEMykTPjwUmen                                      ","82601       ","Manitoba            ","Active    "
179,CCC+,"9863 Boll Boulevard                                                             ","                                                                                ",1,"Vandenburg                                                                                          ","Saint John               ",62,United States of America,"VLKtWMBrONDIlIwLJtsYSztBUgEKjqoJRITCeMXztUfWQiKRHKGOIwckDiCdQztaNOVKQSqYEcEUoSEKYFXlWvEgfmbhOcXIJkbDyZQKaS wvAAPKDRkLSnRNOYoFv                        ",1970-03-26T00:00:00.0000000,9999-12-31T00:00:00.0000000,null,"Recreational Products                             ",true,true,"kCGxWShTICEMykTPjwUmen                                      ","82601       ","Manitoba            ","Inactive  "
92,"B+  ","3375 Sakowitz Lane                                                              ","Apt. 691                                                                        ",1,"Herold                                                                                              ","Springfield              ",63,United States of America,"trEZkEWyTOACdpHTEobAOjLpJUiEbVEKOFXFXrzGBAwQTFA VStxTSAEGmLBSssA MFQKAMHTAnqEoJPM                                                                     ",1967-03-11T00:00:00.0000000,9999-12-31T00:00:00.0000000,1939-12-31T00:00:00.0000000,"Photography                                       ",true,true,"xUJWMEEmEMdIWSDGXW                                          ","V6R 1W9     ","New Brunswick       ","Active    "
93,"AA- ","7944 Nealy North                                                                ","                                                                                ",1,"Figueroa                                                                                            ","Las Cruces               ",64,United States of America,"IEwuxzVVsHEKOBZvYLUXLBNQl uVAgdFEDDGwlHasMVtsHWVsREIBCvHDxdjygOvCZHeYMBGlipNhYOOyET xROrbelJFypFDD                                                    ",1967-03-13T00:00:00.0000000,1967-09-22T00:00:00.0000000,1924-01-10T00:00:00.0000000,"Software & Programming                            ",false,true,"XDnNdfGcCiNIOwdZoWMTZgVYEOsHLSH                             ","T5A 1O4     ","WA                  ","Active    "
118,"AA- ","7944 Nealy North                                                                ","                                                                                ",1,"Figueroa                                                                                            ","Las Cruces               ",64,United States of America,"IEwuxzVVsHEKOBZvYLUXLBNQl uVAgdFEDDGwlHasMVtsHWVsREIBCvHDxdjygOvCZHeYMBGlipNhYOOyET xROrbelJFypFDD                                                    ",1967-09-22T00:00:00.0000000,9999-12-31T00:00:00.0000000,1924-05-12T00:00:00.0000000,"Software & Programming                            ",true,true,"XDnNdfGcCiNIOwdZoWMTZgVYEOsHLSH                             ","T5A 1O4     ","WA                  ","Inactive  "
94,"ip  ","8428 Roberts Way                                                                ","                                                                                ",1,"Hustead                                                                                             ","Santa Clara              ",65,United States of America,"gohyVVGtHRBuELMFeONuUo                                                                                                                                ",1967-03-15T00:00:00.0000000,1970-03-28T00:00:00.0000000,1924-05-09T00:00:00.0000000,"Insurance (Life)                                  ",false,true,"NiBcGbDvQsFXSbRxOUPzUvEKLCXRVlDFrhOUHduBWHC                 ","93338       ","VT                  ","Active    "
181,"ip  ","8428 Roberts Way                                                                ","                                                                                ",1,"Hustead                                                                                             ","Santa Clara              ",65,United States of America,"gohyVVGtHRBuELMFeONuUo                                                                                                                                ",1970-03-28T00:00:00.0000000,9999-12-31T00:00:00.0000000,1926-04-19T00:00:00.0000000,"Broadcasting & Cable TV                           ",true,true,"NiBcGbDvQsFXSbRxOUPzUvEKLCXRVlDFrhOUHduBWHC                 ","93338       ","VT                  ","Active    "
95,"BBB ","6941 Trail Lake South                                                           ","                                                                                ",1,"Gallati                                                                                             ","Elizabeth                ",66,United States of America," UbqcKJEPGlogIFFiIPmSZGccobSeLcdrDfgtNEZarFRsRUFRQPbiWMMYwflNQtopKNThnOAeFVGBaNNjoAoyMzArUyRpRXaTMLPhJmoKexHOuLU                                      ",1967-03-15T00:00:00.0000000,9999-12-31T00:00:00.0000000,1912-10-03T00:00:00.0000000,"Trucking                                          ",true,true,"LoSyvUwXvGnKexKhSbbtArGnpUcArarLDzSDOEMMZBwKPwRuADFxSFJ     ","90182       ","GA                  ","Active    "
96,"CC  ","4371 Ashford Hollow Lane                                                        ","                                                                                ",1,"Tyl                                                                                                 ","Rochester                ",67,United States of America,"loUWqFOsWSHzSuvDMNQr                                                                                                                                  ",1967-03-16T00:00:00.0000000,9999-12-31T00:00:00.0000000,1869-08-01T00:00:00.0000000,"Construction - Raw Materials                      ",true,true,"YNouztDEEgVJnWzrV                                           ","38186       ","Alberta             ","Active    "
97,"AA- ","11528 Edwards Lane                                                              ","                                                                                ",1,"Harrow                                                                                              ","San Bernardino           ",68,United States of America,"BJPjEBiLafqfVUHdPLIIOUVoenJyBmVsTybsciXYwacTMKZCK OSaOhZ hrvKGCaKCHINLGDGyDUWpWnfbVXDjKmAEPu VlMJIJSPDBpdfgTMgZIJEcwInAxEbzQHIWjxxcyODkBDrapF         ",1967-03-18T00:00:00.0000000,1975-09-29T00:00:00.0000000,1905-09-20T00:00:00.0000000,"Iron & Steel                                      ",false,true,"hUAyAuPbTqDYKLMtyUtVl                                       ","95254       ","WV                  ","Active    "
337,"AA- ","11528 Edwards Lane                                                              ","                                                                                ",1,"Harrow                                                                                              ","San Bernardino           ",68,United States of America,"BJPjEBiLafqfVUHdPLIIOUVoenJyBmVsTybsciXYwacTMKZCK OSaOhZ hrvKGCaKCHINLGDGyDUWpWnfbVXDjKmAEPu VlMJIJSPDBpdfgTMgZIJEcwInAxEbzQHIWjxxcyODkBDrapF         ",1975-09-29T00:00:00.0000000,9999-12-31T00:00:00.0000000,1909-10-24T00:00:00.0000000,"Iron & Steel                                      ",true,true,"hUAyAuPbTqDYKLMtyUtVl                                       ","95254       ","WV                  ","Inactive  "
98,"AA  ","351 Ennis Way                                                                   ","Apt. 155                                                                        ",1,"Bosque                                                                                              ","Saskatoon                ",69,United States of America,"RNSPJ JNcVteXKNhOtxrIwmOpgLMtWPzIKjWiKqkoCqbTTSCBzHX                                                                                                  ",1967-03-19T00:00:00.0000000,1974-06-29T00:00:00.0000000,1914-05-19T00:00:00.0000000,"Auto & Truck Parts                                ",false,true,"GKXARCFbFebKiAlLUJXKJgRjmqXdAQcnJFJAKTzRouxMxMVkXQMjtVZu    ","V6K 1U3     ","AR                  ","Active    "
281,"AA  ","351 Ennis Way                                                                   ","Apt. 155                                                                        ",1,"Bosque                                                                                              ","Saskatoon                ",69,United States of America,"RNSPJ JNcVteXKNhOtxrIwmOpgLMtWPzIKjWiKqkoCqbTTSCBzHX                                                                                                  ",1974-06-29T00:00:00.0000000,9999-12-31T00:00:00.0000000,1918-06-01T00:00:00.0000000,"Auto & Truck Parts                                ",true,true,"GKXARCFbFebKiAlLUJXKJgRjmqXdAQcnJFJAKTzRouxMxMVkXQMjtVZu    ","V6K 1U3     ","AR                  ","Inactive  "
100,"AA- ","20025 Routh Crescent                                                            ","                                                                                ",1,"Baudoin                                                                                             ","Henderson                ",71,United States of America,"wUOmTgLzKkUmumowvFuPESIlAgTIjDZQrNVUFbqwgFRLhkNgpWtMONUUQSgIYFvcSoAUJzYQeXzbYnhBmukLDRWFTPxXuKvPTMEZvBJnTGwFsbGuxnvSAlNQIOkVQSbJ Q                    ",1967-03-20T00:00:00.0000000,9999-12-31T00:00:00.0000000,1934-01-06T00:00:00.0000000,"Photography                                       ",true,true,"zSzyZVwpMSypTaf                                             ","36649       ","SD                  ","Active    "
