AccountDesc,AccountID,ActionTS,ActionType,BatchID,CA_B_ID,C_ID,EffectiveDate,EndDate,SK_CustomerID,Status,TaxStatus,fakesk,isCurrent
xHEObaoLASPEXDNRiGbLKuAMqzKcFSROxqm,572,2008-02-25T00:31:11,NEW,1,9583,312,2008-02-25,2009-08-31,4400,ACTIVE,2,914,false
xHEObaoLASPEXDNRiGbLKuAMqzKcFSROxqm,572,2009-08-31T08:44:23,UPDACCT,1,9583,312,2009-08-31,9999-12-31,5273,ACTIVE,1,3125,true
qlMhOiTRggZwHrikTDYsgNZLYPptLeE,573,2008-02-25T17:17:07,NEW,1,14066,313,2008-02-25,9999-12-31,2728,ACTIVE,1,917,true
wRfQSNTzSlKKVvCpUZlPwNTTuFkotirTQSDmKKFYGlfLgMPB,574,2008-02-26T03:51:38,NEW,1,1086,314,2008-02-26,2010-05-26,1986,ACTIVE,1,918,false
wRfQSNTzSlKKVvCpUZlPwNTTuFkotirTQSDmKKFYGlfLgMPB,574,2010-05-26T21:30:05,UPDACCT,1,13230,314,2010-05-26,2010-12-24,1986,ACTIVE,1,4195,false
wRfQSNTzSlKKVvCpUZlPwNTTuFkotirTQSDmKKFYGlfLgMPB,574,2010-12-24T18:55:21,CLOSEACCT,1,13230,314,2010-12-24,9999-12-31,1986,INACTIVE,1,5042,true
HAdrBhADGiOkSvOUJRXFMbHrLBRjhxEVZSRDVFqAv hBPZyAb,575,2008-02-26T20:42:59,NEW,1,5551,315,2008-02-26,2008-03-01,1667,ACTIVE,1,921,false
HAdrBhADGiOkSvOUJRXFMbHrLBRjhxEVZSRDVFqAv hBPZyAb,575,2008-03-01T20:49:27,CLOSEACCT,1,5551,315,2008-03-01,9999-12-31,1667,INACTIVE,1,939,true
ATPAjfDGBrIrCiJmUsQMwJjRADssCPShbTeFI,576,2008-02-27T05:59:14,NEW,1,14387,316,2008-02-27,2009-08-06,458,ACTIVE,2,922,false
ATPAjfDGBrIrCiJmUsQMwJjRADssCPShbTeFI,576,2009-08-06T06:17:57,UPDACCT,1,3900,316,2009-08-06,2009-09-27,458,ACTIVE,1,3023,false
ATPAjfDGBrIrCiJmUsQMwJjRADssCPShbTeFI,576,2009-09-27T19:08:55,UPDACCT,1,3900,316,2009-09-27,2016-01-06,458,ACTIVE,1,3237,false
ATPAjfDGBrIrCiJmUsQMwJjRADssCPShbTeFI,576,2016-01-06T19:41:02,UPDACCT,1,7820,316,2016-01-06,9999-12-31,458,ACTIVE,0,12387,true
PMQEpWmFQGHNZPSjKVCdgBTcQJulGV KyKOsOiJ,577,2008-02-27T22:25:48,ADDACCT,1,11409,125,2008-02-27,2008-11-06,147,ACTIVE,1,924,false
PMQEpWmFQGHNZPSjKVCdgBTcQJulGV KyKOsOiJ,577,2008-11-06T09:15:41,CLOSEACCT,1,11409,125,2008-11-06,9999-12-31,147,INACTIVE,1,1935,true
RAvazlmJRrfMPMQjVtAAGxjOUSIEPcKhWAsSzPY,578,2008-02-28T00:52:49,ADDACCT,1,2778,50,2008-02-28,9999-12-31,1040,ACTIVE,1,925,true
EDQPPBpDLAyLnQvScUCZMGBNjefzdiYMqsJ,579,2008-02-28T08:08:57,ADDACCT,1,12091,183,2008-02-28,2008-12-06,772,ACTIVE,1,926,false
EDQPPBpDLAyLnQvScUCZMGBNjefzdiYMqsJ,579,2008-12-06T11:24:49,CLOSEACCT,1,12091,183,2008-12-06,9999-12-31,772,INACTIVE,1,2056,true
LJBPFhpDdyPAMkxShicbBnkSrKBFJaBJszcuMfitPYKGDKRqL,580,2008-02-29T00:13:34,ADDACCT,1,5766,190,2008-02-29,2009-10-20,5853,ACTIVE,0,928,false
LJBPFhpDdyPAMkxShicbBnkSrKBFJaBJszcuMfitPYKGDKRqL,580,2009-10-20T01:54:25,UPDACCT,1,2962,190,2009-10-20,2015-12-30,5853,ACTIVE,0,3323,false
LJBPFhpDdyPAMkxShicbBnkSrKBFJaBJszcuMfitPYKGDKRqL,580,2015-12-30T13:12:07,UPDACCT,1,12200,190,2015-12-30,9999-12-31,5853,ACTIVE,0,12355,true
yJJpewFGDUpZrIMginliDUSBjxDrFgMeFHFABPdUmglqK,581,2008-02-29T02:58:48,ADDACCT,1,13479,155,2008-02-29,2008-10-06,962,ACTIVE,1,929,false
yJJpewFGDUpZrIMginliDUSBjxDrFgMeFHFABPdUmglqK,581,2008-10-06T16:13:14,CLOSEACCT,1,13479,155,2008-10-06,9999-12-31,962,INACTIVE,1,1811,true
SXlEttrA OOWpNFmbiFAFiPLPEfpxhxxgbgqBqbVbvZ,582,2008-02-29T07:55:56,ADDACCT,1,5169,48,2008-02-29,2008-07-24,4971,ACTIVE,1,930,false
SXlEttrA OOWpNFmbiFAFiPLPEfpxhxxgbgqBqbVbvZ,582,2008-07-24T06:52:51,UPDACCT,1,137,48,2008-07-24,9999-12-31,4971,ACTIVE,1,1516,true
DTqlUTQEAyncrqbuInQreiAUTRMFoHWaqSQaw,583,2008-02-29T16:19:52,ADDACCT,1,4889,209,2008-02-29,2016-08-11,2959,ACTIVE,2,932,false
JJSpiSltmAkHOaIl yXRYmIDEXRLmpHTpBgoa,583,2016-08-11T23:32:09,UPDACCT,1,12869,209,2016-08-11,9999-12-31,4149,ACTIVE,2,13255,true
"",584,2008-02-29T16:56:42,ADDACCT,1,4985,17,2008-02-29,2008-07-20,3173,ACTIVE,1,933,false
uPRjCQiIyzIOXj eEMDBBuAthgONeJrUguqrWOlUVVjLdImLq,584,2008-07-20T04:42:29,UPDACCT,1,6847,17,2008-07-20,9999-12-31,3173,ACTIVE,1,1502,true
PKVhaPxNbK ASTvwWWeKFBDnzirIXVJudSPVVDCa fhXrY,585,2008-03-01T09:30:07,ADDACCT,1,543,225,2008-03-01,9999-12-31,2637,ACTIVE,1,936,true
WPWbrdDJIqqPFnUFTSFjTxWDIDqoebmbIDaAhnnhDa vhUJNV,586,2008-03-01T10:32:53,ADDACCT,1,4900,233,2008-03-01,2009-02-23,667,ACTIVE,1,937,false
WPWbrdDJIqqPFnUFTSFjTxWDIDqoebmbIDaAhnnhDa vhUJNV,586,2009-02-23T17:36:42,CLOSEACCT,1,4900,233,2009-02-23,9999-12-31,667,INACTIVE,1,2372,true
zxKGwJSZKeUILnprtnRxYpgSQLPKB,587,2008-03-03T13:53:21,NEW,1,10856,317,2008-03-03,2008-06-27,5087,ACTIVE,1,946,false
zxKGwJSZKeUILnprtnRxYpgSQLPKB,587,2008-06-27T10:07:21,UPDACCT,1,10839,317,2008-06-27,2009-04-11,5087,ACTIVE,1,1408,false
atXaVxVfXhSqPOFSLqLWrvINMtNTzqQw,587,2009-04-11T22:02:39,UPDACCT,1,7625,317,2009-04-11,2016-03-19,5087,ACTIVE,1,2563,false
atXaVxVfXhSqPOFSLqLWrvINMtNTzqQw,587,2016-03-19T03:06:42,CLOSEACCT,1,7625,317,2016-03-19,9999-12-31,5087,INACTIVE,1,12671,true
JBchxCmQxfHJQyTmwtJbIefSRkccuazpzh wvPJZWCwjfb,588,2008-03-03T22:28:00,NEW,1,7929,318,2008-03-03,2015-05-14,1276,ACTIVE,2,947,false
JBchxCmQxfHJQyTmwtJbIefSRkccuazpzh wvPJZWCwjfb,588,2015-05-14T18:51:06,CLOSEACCT,1,7929,318,2015-05-14,9999-12-31,492,INACTIVE,2,11438,true
IzPOwGeSSTNHlmXPaJezVXJuPJRFhnb,589,2008-03-04T06:28:48,NEW,1,2419,319,2008-03-04,2008-10-23,3146,ACTIVE,2,948,false
mXsYZazzQzQkhCLTNJcSntAcdjJHPDMIBEUWJpsaEc,589,2008-10-23T08:46:30,UPDACCT,1,12739,319,2008-10-23,9999-12-31,3146,ACTIVE,2,1878,true
ScGRtaDLoALrSFSPEwWWGfOUYGErqONjYQZ,590,2008-03-04T10:20:13,NEW,1,12381,320,2008-03-04,2009-04-11,1723,ACTIVE,1,949,false
ScGRtaDLoALrSFSPEwWWGfOUYGErqONjYQZ,590,2009-04-11T08:02:34,CLOSEACCT,1,12381,320,2009-04-11,9999-12-31,2625,INACTIVE,1,2561,true
BDxMHAYUXGZlmgdhBZIFZa XhrQOfMR,591,2008-03-04T12:33:42,NEW,1,10955,321,2008-03-04,2013-04-01,2065,ACTIVE,1,950,false
lihTyMQLxDOtiUDaVgQrCvQLyUdYGPFAERTXZJgd,591,2013-04-01T07:13:00,UPDACCT,1,12582,321,2013-04-01,9999-12-31,2065,ACTIVE,1,8350,true
yfvCnEVUTiZRUmMJORaMySXXCjBIOTG,592,2008-03-04T23:30:24,NEW,1,10163,322,2008-03-04,2015-01-22,4726,ACTIVE,1,951,false
APHfPq TxGTATFYmCAOMFBzuBIbCoQgBSnSDo,592,2015-01-22T10:38:49,UPDACCT,1,10163,322,2015-01-22,9999-12-31,2376,ACTIVE,1,10989,true
vPOOJLiJwrPcBqXkPyTcNuIpMDsFSSdkeMbCIlrGBvYKogr,593,2008-03-05T01:52:07,NEW,1,2314,323,2008-03-05,9999-12-31,2581,ACTIVE,1,952,true
LOMhugubWfDVGLSRCMcbIGKQmKRPMTBGrWICvTlMDRICGBt,594,2008-03-05T02:39:38,NEW,1,11378,324,2008-03-05,2008-11-16,3828,ACTIVE,1,953,false
KgnIUBFouSeFHqDsPMJMVkFNPpdLhLRWujRdRFdOyanRCbE,594,2008-11-16T01:08:21,UPDACCT,1,7059,324,2008-11-16,9999-12-31,3828,ACTIVE,1,1975,true
"",595,2008-03-05T14:41:41,NEW,1,14963,325,2008-03-05,2011-10-27,5627,ACTIVE,1,954,false
"",595,2011-10-27T10:29:45,UPDACCT,1,11559,325,2011-10-27,9999-12-31,1879,ACTIVE,1,6267,true
GCSKggZICUpEGxkYTyJSRSaRgrPBfEmRUcDXYJQqMPwsJyAlqN,596,2008-03-06T01:48:50,NEW,1,5868,326,2008-03-06,2008-11-26,1007,ACTIVE,0,955,false
GCSKggZICUpEGxkYTyJSRSaRgrPBfEmRUcDXYJQqMPwsJyAlqN,596,2008-11-26T16:16:07,CLOSEACCT,1,5868,326,2008-11-26,9999-12-31,1007,INACTIVE,0,2015,true
ukavxblksASONCXASOBhosGwzLMVljyVlbBTYRUwNx,597,2008-03-06T04:20:27,NEW,1,13653,327,2008-03-06,2010-05-18,4018,ACTIVE,1,956,false
ukavxblksASONCXASOBhosGwzLMVljyVlbBTYRUwNx,597,2010-05-18T00:42:11,CLOSEACCT,1,13653,327,2010-05-18,9999-12-31,941,INACTIVE,1,4161,true
HGNyVWaVLkkMveFDgeCJxTOWOWWBXInqxFnXjVd mAidxOMI,598,2008-03-06T05:34:25,ADDACCT,1,7137,29,2008-03-06,9999-12-31,2908,ACTIVE,1,957,true
"",599,2008-03-06T17:36:46,ADDACCT,1,10201,271,2008-03-06,9999-12-31,2725,ACTIVE,2,958,true
TGyVTuPBMENAUIUTKVYbsROHAL DXOBEcJQc,600,2008-03-07T00:50:26,ADDACCT,1,5735,113,2008-03-07,2008-04-03,5756,ACTIVE,0,959,false
CNXMwkOWFacbbgUiJjqQJd LBdRHPIehPG,600,2008-04-03T08:33:57,UPDACCT,1,14581,113,2008-04-03,2009-07-13,5756,ACTIVE,1,1070,false
s MsSPdUXuUDbzaMmTuR FxnYgEPIrmfH,600,2009-07-13T07:53:56,UPDACCT,1,2928,113,2009-07-13,2009-12-07,5756,ACTIVE,2,2928,false
tJWMsgBKfGULsUIfoWXHNaEaNJGRorFPXhJppFJQx,600,2009-12-07T15:38:48,UPDACCT,1,5698,113,2009-12-07,9999-12-31,5756,ACTIVE,0,3516,true
OOHHauBtgLvdGODOVOBpTQHDJrkfDoLPWfsNXEHsRGb,601,2008-03-07T06:44:49,ADDACCT,1,1795,149,2008-03-07,9999-12-31,4102,ACTIVE,1,960,true
AKjRjjVygJHThITHafFmaCJBhkEworQZGKQzFRPuLZ,602,2008-03-07T11:05:32,ADDACCT,1,10109,256,2008-03-07,2014-05-21,2195,ACTIVE,1,961,false
AKjRjjVygJHThITHafFmaCJBhkEworQZGKQzFRPuLZ,602,2014-05-21T02:39:08,CLOSEACCT,1,10109,256,2014-05-21,9999-12-31,3354,INACTIVE,1,10006,true
EAAtsWSxYUESsaRUsnvcujZnouXfoYOfZPa kXlnWNXg,603,2008-03-07T17:48:02,ADDACCT,1,14325,289,2008-03-07,2011-01-29,255,ACTIVE,1,962,false
EAAtsWSxYUESsaRUsnvcujZnouXfoYOfZPa kXlnWNXg,603,2011-01-29T13:23:41,CLOSEACCT,1,14325,289,2011-01-29,9999-12-31,255,INACTIVE,1,5185,true
TIjHIIgxCImtAXbRenOzlEvrPaODSSb,604,2008-03-07T18:28:52,ADDACCT,1,1652,49,2008-03-07,9999-12-31,4368,ACTIVE,1,963,true
ciyQmVGJYIgDJYhYojNnCUGprKUTBakxmExP,605,2008-03-07T21:40:21,ADDACCT,1,11470,105,2008-03-07,2008-11-12,4312,ACTIVE,0,964,false
ciyQmVGJYIgDJYhYojNnCUGprKUTBakxmExP,605,2008-11-12T11:26:03,UPDACCT,1,13353,105,2008-11-12,2009-09-13,4312,ACTIVE,1,1962,false
ciyQmVGJYIgDJYhYojNnCUGprKUTBakxmExP,605,2009-09-13T22:50:39,CLOSEACCT,1,13353,105,2009-09-13,9999-12-31,4312,INACTIVE,1,3178,true
XfmEAzGRhGwJzuUIEjeQdwUKfFLOzRbNieFqDluzMLHUuOHXJ,606,2008-03-08T03:15:38,ADDACCT,1,8079,229,2008-03-08,2008-10-19,3003,ACTIVE,1,965,false
JghJsuoRPOqDDhpFIDUOvMAWXQWWZCq,606,2008-10-19T03:38:36,UPDACCT,1,4483,229,2008-10-19,2011-02-06,3003,ACTIVE,1,1863,false
xnh i iKYztAEaEyfPIxsxbdzwKGMnUn,606,2011-02-06T18:02:04,UPDACCT,1,9611,229,2011-02-06,2012-06-06,3004,ACTIVE,2,5219,false
yRIBmZNEiXwCCGwOYMBEprEykCtaCEmeHFBUb,606,2012-06-06T09:52:22,UPDACCT,1,12541,229,2012-06-06,9999-12-31,3004,ACTIVE,2,7158,true
pvasUQUxzuVmpCFeIZRrsQrCRDPTrhuOoRDOG,607,2008-03-08T15:16:51,ADDACCT,1,8792,163,2008-03-08,2008-05-12,449,ACTIVE,1,966,false
laUOTvLhpPGFIHhHNfZcehzDyTKSyOXRkBpGC Wxroqb,607,2008-05-12T12:19:28,UPDACCT,1,8792,163,2008-05-12,2013-02-01,449,ACTIVE,2,1225,false
tFMAETEMMNTcSLzT HRlwNQtSLlIxwtzPJnHNPHAIHHAmuJD,607,2013-02-01T00:36:51,UPDACCT,1,6646,163,2013-02-01,2016-09-16,449,ACTIVE,1,8114,false
iwS yPkMKAyRdUZvDKRmKsJuUVINF INrcAnRVyhEhQVoizJN,607,2016-09-16T10:24:56,UPDACCT,1,2037,163,2016-09-16,9999-12-31,449,ACTIVE,2,13397,true
nMBLuwIapdMADEYkpEKivPRkfVRiqrXuysthLDBRwwCMX,608,2008-03-10T15:49:11,NEW,1,7741,328,2008-03-10,2008-08-01,4956,ACTIVE,0,976,false
NGXhlzAvDvLEOCrfByqqsETjOkDpzwPLNRSoE,608,2008-08-01T08:58:26,UPDACCT,1,14864,328,2008-08-01,2012-06-15,4956,ACTIVE,1,1549,false
NGXhlzAvDvLEOCrfByqqsETjOkDpzwPLNRSoE,608,2012-06-15T04:09:19,UPDACCT,1,14022,328,2012-06-15,9999-12-31,3749,ACTIVE,1,7192,true
SZtwQRnOJXrPFATlCLFPyrQpipmyyTmGl PPJHEUKyCM,609,2008-03-10T21:11:38,NEW,1,9706,329,2008-03-10,2009-03-30,6099,ACTIVE,1,977,false
SZtwQRnOJXrPFATlCLFPyrQpipmyyTmGl PPJHEUKyCM,609,2009-03-30T07:45:27,UPDACCT,1,12302,329,2009-03-30,2013-11-05,6100,INACTIVE,1,2509,false
q RIeyDqqOrSPsNQROuWAOpiQRKxACOLwIShAHG,609,2013-11-05T23:44:04,UPDACCT,1,12302,329,2013-11-05,9999-12-31,6100,INACTIVE,1,9226,true
SeAscFGESU kTKTUAQjqjLuRKWFpTYIXdr,610,2008-03-11T04:38:58,NEW,1,6670,330,2008-03-11,9999-12-31,1225,ACTIVE,2,978,true
TZKbgYGUoHnvtCDSJWoNVGpGOcJLGnYBzRbWSpvhNJ,611,2008-03-11T09:38:05,NEW,1,2583,331,2008-03-11,2008-09-28,5350,ACTIVE,1,979,false
PoNqkKM TMwDttkTHQHadSBBGvsjcDppLJYNCOVVkZVq,611,2008-09-28T16:34:00,UPDACCT,1,8908,331,2008-09-28,2009-04-09,4763,ACTIVE,0,1783,false
MrFHVJmLUfIdnDIKSjdPsOsKGAkNoSF,611,2009-04-09T00:50:12,UPDACCT,1,356,331,2009-04-09,2009-05-16,4763,ACTIVE,0,2551,false
fHxCxMJJMJNONqtyWJVACcECGhkAhutAyIbfwkHPjUEWjdTXc,611,2009-05-16T04:11:57,UPDACCT,1,5517,331,2009-05-16,2017-03-06,4763,ACTIVE,1,2698,false
K BEIGmSvXO swugcYaZbqAhOAsVEUFiQyi foK blqiyK,611,2017-03-06T19:30:26,UPDACCT,1,5517,331,2017-03-06,9999-12-31,4763,ACTIVE,2,14081,true
"",612,2008-03-11T16:31:06,NEW,1,441,332,2008-03-11,9999-12-31,22,ACTIVE,1,980,true
GJEAcejlHCkzSePdYToiVwhkAEpAyQr,613,2008-03-11T19:16:39,NEW,1,9198,333,2008-03-11,2008-03-22,5034,ACTIVE,1,981,false
DfDDYOMRrxCyepVyoIOJxFucQPrCACoxi,613,2008-03-22T11:45:11,UPDACCT,1,14114,333,2008-03-22,9999-12-31,5034,ACTIVE,1,1024,true
cjmVBnPWCUIBWCsWcvxmoz RcWkYoOfGFZZuPtB,614,2008-03-12T01:17:37,NEW,1,2000,334,2008-03-12,9999-12-31,2429,ACTIVE,1,982,true
eAtZAftSUoQPUiECvBNKeAZnEUSKLBJQXd,615,2008-03-12T08:17:40,NEW,1,6670,335,2008-03-12,2010-09-14,2475,ACTIVE,1,983,false
UviQrNfJkfGCVswJdZDSQaYcrYRTRimGRGH,615,2010-09-14T22:49:37,UPDACCT,1,878,335,2010-09-14,9999-12-31,3037,ACTIVE,1,4640,true
RPwEmDbDgSUGVoHXQQJJkWME ySBipin rYN,616,2008-03-12T15:46:13,NEW,1,12046,336,2008-03-12,2008-12-08,5868,ACTIVE,1,984,false
YCpGWxFVQzCcTzEkRGZARNXEwNPfMT lkGtuLUzuxEeN,616,2008-12-08T20:41:57,UPDACCT,1,12046,336,2008-12-08,9999-12-31,5869,INACTIVE,1,2067,true
FtmlszTMuFOuThFSJvAVeWJKhrZDQcjsKZnLjSiJEmuVRMsI,617,2008-03-12T20:13:44,NEW,1,9560,337,2008-03-12,2014-11-19,4044,ACTIVE,2,985,false
wmgOeTKonIRXzV FTlGGEVlCtoBaGiGm,617,2014-11-19T04:58:07,UPDACCT,1,11374,337,2014-11-19,9999-12-31,4044,ACTIVE,1,10733,true
"",618,2008-03-13T06:52:54,NEW,1,4449,338,2008-03-13,2012-10-09,166,ACTIVE,1,986,false
BSEpLQwFKxTLFmiSapMmOUWxrArTyVidDR FPz,618,2012-10-09T14:53:32,UPDACCT,1,7704,338,2012-10-09,9999-12-31,2259,ACTIVE,1,7657,true
OMNuCExHJPAlreTJyTtnmKWevhTPoIB dUmGBfzqARYvO,619,2008-03-13T12:23:46,ADDACCT,1,2140,120,2008-03-13,2009-04-27,1757,ACTIVE,1,987,false
hTDFPjALQIWBAYQXzdrlPnaOUenJdIJbhJdqV jG,619,2009-04-27T13:37:03,UPDACCT,1,113,120,2009-04-27,2016-08-27,1757,ACTIVE,1,2624,false
hTDFPjALQIWBAYQXzdrlPnaOUenJdIJbhJdqV jG,619,2016-08-27T14:35:08,CLOSEACCT,1,113,120,2016-08-27,9999-12-31,4267,INACTIVE,1,13319,true
AGiIbBwcMuHLqShQTGKaalzOfsQOtSZ,620,2008-03-13T13:22:42,ADDACCT,1,3126,230,2008-03-13,2008-10-21,225,ACTIVE,2,988,false
AGiIbBwcMuHLqShQTGKaalzOfsQOtSZ,620,2008-10-21T13:40:09,UPDACCT,1,3126,230,2008-10-21,9999-12-31,225,ACTIVE,1,1873,true
JhPObRE tYfwf WNIHBchnSAENQQlMcrWJN,621,2008-03-13T21:01:54,ADDACCT,1,10559,260,2008-03-13,2014-05-17,360,ACTIVE,2,989,false
vZBAFFUFJBxLCbbBEGZDfbCJYDWSCFONPOQUeyMyqSwBERIvMX,621,2014-05-17T22:44:21,UPDACCT,1,10559,260,2014-05-17,9999-12-31,4206,ACTIVE,1,9990,true
hEzdnRNhzDtVAokNPnESnmgxJDdAdfBvFTAIhUyHHQQhE,622,2008-03-14T06:34:47,ADDACCT,1,2430,15,2008-03-14,2009-06-21,2880,ACTIVE,1,990,false
zPCJUjJjKiGLyAOgszrzLjDfgUOeVit,622,2009-06-21T19:22:54,UPDACCT,1,11678,15,2009-06-21,9999-12-31,2880,ACTIVE,1,2844,true
UEfEBTDCjEHrAMlyUzGlXQbDCACMUZYXpklPZgCbc,623,2008-03-14T06:53:43,ADDACCT,1,1925,295,2008-03-14,2009-09-20,4219,ACTIVE,1,991,false
lVvJlHojNYmIWSeswpVeDnYUBBFmxOtgztDzlRhMYBZTR,623,2009-09-20T17:49:25,UPDACCT,1,10317,295,2009-09-20,9999-12-31,466,ACTIVE,2,3205,true
ZYvrEPNTRlzgVdfsCOuzIiMYOrAKXCMEnJQhqMDtnDkFNSmukE,624,2008-03-14T10:13:57,ADDACCT,1,11583,238,2008-03-14,2010-02-07,5689,ACTIVE,2,992,false
urJnMzZlLiKGRyVKCwv LEORORUNIyP,624,2010-02-07T22:20:25,UPDACCT,1,9938,238,2010-02-07,9999-12-31,5690,INACTIVE,1,3767,true
UFIWRIvqTHJPUScFSLqlIlvRLYDBrkEx,625,2008-03-14T19:21:56,ADDACCT,1,5084,85,2008-03-14,2009-01-18,1684,ACTIVE,1,993,false
MQMxJwnTDSNVAVtEmwwMN DaSLjQpwbFoKiHWYzFXPQUBAGQr,625,2009-01-18T15:00:27,UPDACCT,1,7653,85,2009-01-18,9999-12-31,1684,ACTIVE,1,2228,true
TYaWtChCnZFBkPUMLnTfkBHOADuXRxouuJOFyaO,626,2008-03-14T22:33:18,ADDACCT,1,7741,32,2008-03-14,9999-12-31,2534,ACTIVE,1,994,true
FCjjPpULLdtoCkZYHrEpgqSnjRfROjZyYV,627,2008-03-15T04:59:18,ADDACCT,1,4419,179,2008-03-15,2008-12-06,5109,ACTIVE,1,995,false
FCjjPpULLdtoCkZYHrEpgqSnjRfROjZyYV,627,2008-12-06T18:19:37,UPDACCT,1,6370,179,2008-12-06,2009-05-17,5109,ACTIVE,1,2057,false
FCjjPpULLdtoCkZYHrEpgqSnjRfROjZyYV,627,2009-05-17T13:29:14,UPDACCT,1,6370,179,2009-05-17,2012-05-29,5109,ACTIVE,0,2704,false
FCjjPpULLdtoCkZYHrEpgqSnjRfROjZyYV,627,2012-05-29T11:39:24,CLOSEACCT,1,6370,179,2012-05-29,9999-12-31,839,INACTIVE,0,7124,true
bRJZSQkiRoNMDfzBUtVxWkn ev QxXPdHTLRTVSVXctJ,628,2008-03-15T12:58:35,ADDACCT,1,3648,235,2008-03-15,2013-12-07,440,ACTIVE,1,996,false
jH GysbiOflRHMCrEtCMANlvTIjRUrwJXCwAsLCSAHOOMO,628,2013-12-07T22:52:32,UPDACCT,1,5207,235,2013-12-07,9999-12-31,4671,ACTIVE,1,9351,true
VALBRHaraJVpylfVHXvpAkMFJqXANVBAWELxRhLNPOUXYOFk,629,2008-03-18T15:39:26,NEW,1,5241,339,2008-03-18,2008-06-27,5181,ACTIVE,1,1007,false
kJszOodZtCcqiGljHReGo YNKpSUlruGIdcHTiQwFml,629,2008-06-27T17:49:31,UPDACCT,1,1672,339,2008-06-27,2011-03-16,5181,ACTIVE,2,1411,false
kJszOodZtCcqiGljHReGo YNKpSUlruGIdcHTiQwFml,629,2011-03-16T23:35:11,UPDACCT,1,11323,339,2011-03-16,9999-12-31,6322,ACTIVE,1,5372,true
HWxNeSMnTcLQPjbLkHynWvLDeVLPRxeOJM hzPadKCFYMErLH,630,2008-03-19T07:20:01,NEW,1,5016,340,2008-03-19,2011-02-02,3358,ACTIVE,1,1009,false
HWxNeSMnTcLQPjbLkHynWvLDeVLPRxeOJM hzPadKCFYMErLH,630,2011-02-02T04:03:14,CLOSEACCT,1,5016,340,2011-02-02,9999-12-31,3359,INACTIVE,1,5201,true
MtrLkDwaanCRAYPxIFYYBqkZCkPrFoU SIMykHjNuIbiIHaM,631,2008-03-19T09:00:00,NEW,1,8748,341,2008-03-19,2008-04-29,2877,ACTIVE,2,1010,false
wLpUdLzvbDHg bfNrDKZRNUQETNQ RrrP,631,2008-04-29T20:42:57,UPDACCT,1,8748,341,2008-04-29,2014-06-17,2877,ACTIVE,1,1175,false
wLpUdLzvbDHg bfNrDKZRNUQETNQ RrrP,631,2014-06-17T12:14:33,UPDACCT,1,250,341,2014-06-17,9999-12-31,2877,ACTIVE,1,10115,true
"",632,2008-03-19T19:45:48,NEW,1,5981,342,2008-03-19,2008-10-15,3388,ACTIVE,1,1012,false
yhEFqXQiMQtpNwPnSsgrVPLWMOXYTJrFLndcyOKvF,632,2008-10-15T11:09:58,UPDACCT,1,5981,342,2008-10-15,2010-04-20,3388,ACTIVE,2,1846,false
yhEFqXQiMQtpNwPnSsgrVPLWMOXYTJrFLndcyOKvF,632,2010-04-20T18:16:08,CLOSEACCT,1,5981,342,2010-04-20,9999-12-31,3388,INACTIVE,2,4054,true
IWhVLPBCwSKSqWQCLKAmdezUvfUDkdnz,633,2008-03-20T08:55:35,NEW,1,905,343,2008-03-20,2009-01-22,4256,ACTIVE,1,1014,false
itWHpMhQYkViODCtrYuNhQJTHDTGPPP,633,2009-01-22T21:54:47,UPDACCT,1,13135,343,2009-01-22,2010-04-03,4256,ACTIVE,1,2248,false
itWHpMhQYkViODCtrYuNhQJTHDTGPPP,633,2010-04-03T23:19:37,UPDACCT,1,12991,343,2010-04-03,9999-12-31,4256,ACTIVE,1,3988,true
qfRlplfFNDCYtiYlEvyhxAlEQDdXfMuBhHK,634,2008-03-20T14:43:57,NEW,1,2426,344,2008-03-20,2012-12-27,2703,ACTIVE,1,1015,false
qfRlplfFNDCYtiYlEvyhxAlEQDdXfMuBhHK,634,2012-12-27T23:20:53,UPDACCT,1,103,344,2012-12-27,2014-09-06,6362,ACTIVE,1,7973,false
IulBmJYTgUVZwBGVNDbTRgWXBYQCfCVKgnunbYozJifkM,634,2014-09-06T13:16:11,UPDACCT,1,7598,344,2014-09-06,9999-12-31,6362,ACTIVE,1,10438,true
"",635,2008-03-21T03:22:40,NEW,1,553,345,2008-03-21,2009-03-31,1678,ACTIVE,1,1017,false
"",635,2009-03-31T06:25:01,UPDACCT,1,6837,345,2009-03-31,9999-12-31,1678,ACTIVE,1,2514,true
jtgOiBfDRTSRBaBkOVQCXAeKMfHykXKzjysIaQ,636,2008-03-21T12:28:04,NEW,1,1703,346,2008-03-21,9999-12-31,6106,ACTIVE,2,1018,true
oySmyfClBKMwczwEBbOYHceeoLESBODOaEgnXc wubIV,637,2008-03-21T23:41:34,NEW,1,3743,347,2008-03-21,2013-02-09,3068,ACTIVE,1,1020,false
kdrJkumxLiNwCYTqQeaDDHiVZFSIbCJNFV,637,2013-02-09T21:54:02,UPDACCT,1,10197,347,2013-02-09,9999-12-31,3068,ACTIVE,1,8150,true
avzPrWWxEauLPdMeBdMwiEHExCeHjehUEWnCafABtcT,638,2008-03-22T07:29:37,NEW,1,7755,348,2008-03-22,9999-12-31,1109,ACTIVE,2,1022,true
