"SK_CompanyID","CompanyID","Status","Name","Industry","SPrating","isLowGrade","CEO","AddressLine1","AddressLine2","PostalCode","City","StateProv","Country","Description","FoundingDate","IsCurrent","BatchID","EffectiveDate","EndDate"
"248","48","Active    ","yJZRFbHLdseBeTnJIpEmTJtfrrDaEFBWyS                          ","Audio & Video Equipment                           ","CCC-","True","Vicente                                                                                             ","11902 Monterey South                                                            ","                                                                                ","18102       ","Vallejo                  ","Manitoba            ","United States of America","UIROvptpUHNIKxzVmCLIPmhX HKmfL ATh xvNvfYkGFmeaRMOytJTISvFwoVyDukMLcnRod                                                                              ","null","True","1","1973-06-25T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"249","210","Active    ","gwIzJlWPaCXgbMoyjniXSGqkqxGMWjIQDRABl                       ","Money Center Banks                                ","BBB-","True","Reich                                                                                               ","2401 Stratmore Lower                                                            ","                                                                                ","30343       ","Salem                    ","Prince Edward Island","United States of America","ibRXmNUXlBMgvBwOprzJVkvaLaTLLKEJciNmKMDk dZqnFIImvRMQfTbMFOUCNB                                                                                       ","1870-11-03T00:00:00.0000000","True","1","1973-06-27T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"250","209","Active    ","TLOeJROVMacWuQLAOqTyEkblGNJmHaNXnFWPqeXGAI                  ","Communications Services                           ","A   ","True","Geter                                                                                               ","9748 Clower Boulevard                                                           ","                                                                                ","90099       ","Richmond                 ","KY                  ","United States of America","NOeiOQIfGHAfQvvmfEOAbXXqdNrPUobOHErfxffzfRtOrJJd WCIHRuprEPgrP vSsvJmAeEKUXhsmTKJwuOQR                                                                ","1938-09-12T00:00:00.0000000","True","1","1973-06-28T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"251","208","Active    ","CVKmjxRUKljgKGIXbqzYKrhRRewzHxAnOUS                         ","Retail (Apparel)                                  ","vk  ","True","Penunuri                                                                                            ","11607 Gardina Road                                                              ","                                                                                ","75210       ","Little Rock              ","KY                  ","United States of America","vaMXuFNDUvTqeIeKEmtRkKifFXx MszGTyJVOkGilrgCPKhSDxKs                                                                                                  ","1851-05-07T00:00:00.0000000","True","1","1973-06-28T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"252","207","Active    ","XbTdxPHplrvWLNnFQtOJgg                                      ","Regional Banks                                    ","A   ","True","Sparling                                                                                            ","12782 Lenwood South                                                             ","                                                                                ","V6S 1R9     ","Boston                   ","AL                  ","                        ","rELnQJUWfGzEVnxGqd                                                                                                                                    ","1860-12-02T00:00:00.0000000","True","1","1973-06-28T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"253","206","Active    ","UGTLzMUCFokLJkoCWXYyJu                                      ","Conglomerates                                     ","DzU ","True","Pilloud                                                                                             ","19983 Parkview Boulevard                                                        ","                                                                                ","M5G 1Y7     ","Toledo                   ","NE                  ","United States of America","bCnPHnPHQhXPpNSfKNSW                                                                                                                                  ","1883-05-06T00:00:00.0000000","True","1","1973-06-29T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"254","192","Inactive  ","HujmzJpQUgJsmwGjRCIZTZIpnFTBfMpkr                           ","Constr. - Supplies & Fixtures                     ","BBB ","True","Kapaun                                                                                              ","16308 Marine Crescent                                                           ","                                                                                ","93845       ","Grand Rapids             ","AZ                  ","Canada                  ","UItMwbNKhzcKHjaJfXlCGLqsHD ISHbxvDGLxLneheoWRJjBormaQFIOlYDKRqRjMOzPxTM                                                                               ","1898-03-09T00:00:00.0000000","True","1","1973-06-30T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"255","42","Active    ","nUSbwozHKnjEMwDGEwifsBDVkWMEUCXcZRAlqaRyXugMDSPCvILEtSe     ","Railroads                                         ","BB- ","True","Demaio                                                                                              ","19156 Cherry Bend Upper                                                         ","                                                                                ","45218       ","Pittsburgh               ","IN                  ","United States of America","kTPRJXAYZMMVHoTGHONkMMVVrntpfKSKNarTBWdAZIoVfcDHBCCzatsyaBMLrRiBDwSLZBEZvJCKF TkWPJlLDFtsLUMDlWMSSCyc UGmaxwZPKS                                      ","null","True","1","1973-03-25T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"256","203","Active    ","SEILRxjOMkIqVKzJMpyPc                                       ","Air Courier                                       ","AA  ","True","Slater                                                                                              ","24375 6th West                                                                  ","                                                                                ","99501       ","Santa Clara              ","MA                  ","United States of America","EjVMShfADPcCbAMh                                                                                                                                      ","1895-01-14T00:00:00.0000000","True","1","1973-03-26T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"257","5","Inactive  ","KRtMROFTkhVPydRKxEDtVV                                      ","Recreational Products                             ","BBB-","True","Basey                                                                                               ","11323 Clifton East                                                              ","                                                                                ","90229       ","Garden Grove             ","NC                  ","United States of America","PSEFWVRYboJDCCbkRDGNzIyyBMeYi l PU qbrWLFDMBJAeRxWX UWMRKCFDNeHyssAbznTMCAtMRmhLSocEznZAgUDJzcLHLaH                                                   ","1865-09-17T00:00:00.0000000","True","1","1973-03-27T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"258","204","Active    ","bPrCSIRhGoUxHHOevKH                                         ","Food Processing                                   ","BB- ","True","Tenant                                                                                              ","268 Cooper Lower                                                                ","                                                                                ","80030       ","Corona                   ","PA                  ","United States of America","nksayBaxZUlAKKGTOPewpMEJqzYSOHJrSz                                                                                                                    ","1865-03-06T00:00:00.0000000","True","1","1973-03-29T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"259","201","Active    ","KEGJUmtiTGWgspzKcnMQoMWdhjwInvEnWkMEKuWaXSOGKhvGHoFlAuJVDXzs","Retail (Catalog & Mail Order)                     ","Z   ","True","Mcelvaine                                                                                           ","6066 Fillmore Lower                                                             ","                                                                                ","V6D 1W4     ","Paterson                 ","Ontario             ","United States of America","ApAifBHpIKTeYDcJOICplgBcldyOeOmxkxVKgKoLRXDCwlhLxRcEKHpJVQUWCBMzhSYEAnVo WPQzNZ                                                                       ","1871-08-20T00:00:00.0000000","True","1","1973-03-30T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"260","205","Active    ","cbOBYMxWQHmHPdBYbLJCDSnTUlNTvGmLYmpMW                       ","Misc. Capital Goods                               ","CCC ","True","Killoy                                                                                              ","22360 Princeton Upper                                                           ","                                                                                ","91344       ","Newark                   ","IA                  ","United States of America","LEdmBqKBpuejVfyYxHseAFKJkQWUIJzpsmIKLlBLdkYCbYZaqIawgq MvgOZZkHRJY YzXbyelxDzkGlTrlkFHmlwBClicmviNUqafwKyvCzVnvQTkTKPdkmMIVXOxqFFGMehSOGukLoLRKGaPuvY ","1925-08-24T00:00:00.0000000","True","1","1973-03-31T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"261","202","Active    ","GMMVEDTptKeuKPLmwqtGMoENLIQVRRdqUWPfm                       ","Scientific & Technical Instr.                     ","CCC-","True","Pennisi                                                                                             ","6316 Palm Upper                                                                 ","                                                                                ","36607       ","Warwick                  ","Ontario             ","United States of America","qHvISXpvBjIdyCVsYpLilLJkAFXKCLmnueaY gXlBertGaAKMWGOomEvEkKwxIBNaeUSirviKchGvVCbOJKBpbp qJMQLEyoBsjtMWgURNm eLqe                                      ","1850-07-12T00:00:00.0000000","True","1","1973-03-31T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"262","215","Active    ","RSJaCTdzTXyIumBpWRWpmUFrRwTQfjSllfELQwDqUoSBIhxovYPSZIRTY   ","Tires                                             ","CC  ","True","Misasi                                                                                              ","3570 Reynolds Upper                                                             ","                                                                                ","95235       ","Santa Rosa               ","Quebec              ","United States of America","AxiUlmBhNHGoaSZOwJFXkd                                                                                                                                ","1904-05-02T00:00:00.0000000","True","1","1973-09-25T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"263","211","Active    ","ptRAWAGuRNpHXjnNGCWlmdda                                    ","Computer Storage Devices                          ","A   ","True","Weers                                                                                               ","9764 Harvard Park                                                               ","                                                                                ","T5C 1K5     ","Ontario                  ","IA                  ","United States of America","IhUmWuHsQTKnmcoKrwokMROfULenPYZgjGjJpUJCYXswvkPnBxdZIOCEeTBJR JPVNEQciKHMPOWNnXFDrKO xrPUSGgPhTKEQWStiLeIb GgPbYJTGNPsYxFQjkToCTVmthSYieqMbOk         ","1860-05-30T00:00:00.0000000","True","1","1973-09-27T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"264","214","Active    ","ahfYaRNyhtHvoBDOjGTcMPuAQFGeDqnaWzDkWemBRAWnlUBrhDdAzCVJq   ","Iron & Steel                                      ","D   ","True","Pasqualetti                                                                                         ","18182 Woolridge Lower                                                           ","Apt. 407                                                                        ","94711       ","Mount Pearl              ","NY                  ","United States of America","yUSgatRbMOgCUPcBEbSCdzx                                                                                                                               ","1938-06-02T00:00:00.0000000","True","1","1973-09-28T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"265","35","Inactive  ","sOinkIiTdaWTBlAuXFDL                                        ","Containers & Packaging                            ","C   ","True","Magda                                                                                               ","10526 Linwood Lane                                                              ","                                                                                ","37405       ","McAllen                  ","MA                  ","United States of America","hUYDrENWnTtzNHUxpTpUDhCRsPxfuAfQGFwNPDYLDAGUMTNozDDkkAsFYiPmHrkgVFFZBMFIn PqPJoXdugkplVSMUzJsPIQFS                                                    ","1873-01-19T00:00:00.0000000","True","1","1973-09-28T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"266","213","Active    ","EgISFAyLpEKukUNvVAyxDJRbXPnJUSdD                            ","Rental & Leasing                                  ","A   ","True","Glazener                                                                                            ","771 Kelly Lower                                                                 ","                                                                                ","M1H 1P6     ","Berkeley                 ","NE                  ","United States of America","fmcMeohLavqaBTBnzPVTuAjEjgWNTErw                                                                                                                      ","1906-12-24T00:00:00.0000000","True","1","1973-09-29T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"267","172","Active    ","WxxNZDKOUIphIDynLKAGWdWOHvjWKHX                             ","Retail (Grocery)                                  ","BB- ","True","Andrae                                                                                              ","2992 Wakeforest Lane                                                            ","                                                                                ","V6L 1S9     ","Fayetteville             ","ND                  ","United States of America","CNYTvPbnbfYoOryEJlw smMkgNLLQTxdYerilVwySssWqTKwTGPlJPRqNKJOStHKPIVjIxtRrZQlEBJxODDWuScAcVVMf                                                         ","1887-07-18T00:00:00.0000000","True","1","1973-09-29T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"268","212","Active    ","uomkqYTFzNKMUdTRDbKIaXJtAEiCkvdAKGquCuxlVtTjIKhhrMVES       ","Retail (Grocery)                                  ","A+  ","True","Messerli                                                                                            ","9382 Lander Upper                                                               ","                                                                                ","H7G 1S9     ","Lexington                ","ID                  ","United States of America","uKYRVrMVdMSsnAAgMrIsxNMJWJWmTC cLcKuOhePNMGo lvFwwewHpPODZVnuaKpMrIQ                                                                                  ","null","True","1","1973-09-30T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"269","225","Active    ","FFlZpHtaApEzyWVVGXsZZRfXQPpUJKwUVhRxMTPQQdmABD              ","Waste Management Services                         ","BBB-","True","Truelove                                                                                            ","23138 Martin North                                                              ","                                                                                ","T6C 1C9     ","Cedar Rapids             ","Saskatchewan        ","United States of America","LZHrBOZeBIGASAweXmki                                                                                                                                  ","1932-10-17T00:00:00.0000000","True","1","1974-03-23T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"270","224","Active    ","ZBmKynluEfveVpOM                                            ","Office Supplies                                   ","B+  ","True","Haag                                                                                                ","3495 La Grande Court                                                            ","                                                                                ","10039       ","Detroit                  ","OK                  ","                        ","eVmTyrxxwhUooUvbAVDnwuFJEXJxeKXdhyhEMcQZQlaRzGpFbooNLhy PrvTBKhVFQuSiQmIKlwJAOTODRUAjBjsYzvBSbw                                                       ","null","True","1","1974-03-26T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"271","223","Active    ","PVbGQKLLqmkqhjL                                             ","Airline                                           ","C   ","True","Cubeta                                                                                              ","16917 Farmers Upper                                                             ","Apt. 717                                                                        ","99755       ","Plano                    ","AL                  ","Canada                  ","pEjjTPlRLgyErsqOMsHALfDZPfZdRXbcXAYKawevlLLYMqDXtkHKvKFBzXNTEqNLcBUJrHqgDFcdUDSrgMOBPKqvdCAwMvwiXkQdqxTlILToCNAVtjcMkZRdqMCxzVnRPRXrBqHcWtMC          ","1932-05-16T00:00:00.0000000","True","1","1974-03-27T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"272","222","Active    ","FQzuJQObGqbDitmXlKWBJGEWq                                   ","Motion Pictures                                   ","B-  ","True","Piasecki                                                                                            ","20954 Belt Line Rue                                                             ","                                                                                ","80113       ","Columbus                 ","OK                  ","United States of America","jSAAEgMUWxLqrLvLeYpTltRPsn OrDulZZCytFhBDIqeK tRfFrpPtPOWDIDWZHxPakLiaaGTCFfOCGGjYDAbTORVvJsfSJBJGqJDuWuzNKhXaUSUkdJgIDwXglwLTRWpnMsiyDlV             ","1916-11-10T00:00:00.0000000","True","1","1974-03-28T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"273","221","Active    ","khQFSuzOQECuuAgqIPwyODLZBGjmVRGPiQUcBeS                     ","Construction Services                             ","A+  ","True","Stefanick                                                                                           ","24375 6th West                                                                  ","                                                                                ","90800       ","Fort Collins             ","NM                  ","United States of America","YRPwRVygcmeUS KfVioDXsOVzNXpfKcteEbcEfghuRTKZXbixigHqGGaKWNFygvUVOAfggNvbLJnS FeOuoVQOUfLfzgYJQgVMVRIGoVKhnRjuGiDBZdUBgFhrlFCsaKZmXQWVNh              ","1896-12-27T00:00:00.0000000","True","1","1974-03-29T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"274","166","Inactive  ","xBfwEYOdOFAcXvJFTRoxqeNagtacjnEftDQZvqDIe                   ","Money Center Banks                                ","A-  ","True","Pothier                                                                                             ","10410 Conier Park                                                               ","                                                                                ","60763       ","Carrollton               ","WY                  ","United States of America","GauOlLLTUlNYgjTfzNPwIgfnmuaAq BFpfgWOllkrQGAbH OCUEINOCvJZMbgfcCuCJPBVYDVHWVDiqaQiuVvqVyXiMkaGbOLaZTNgyjz                                             ","1933-06-29T00:00:00.0000000","True","1","1974-03-30T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"275","199","Active    ","pyNbPaTCQzmubPKNHXNSapDEOv                                  ","Photography                                       ","AA- ","True","Maltbie                                                                                             ","22780 Terrace Lower                                                             ","                                                                                ","V6E 1U2     ","San Diego                ","SC                  ","United States of America","miRuQUnrjANhlLhCGRc TgLJSjFtrfAaBSGkJTZKetsSFAyIjIxGsWPFUQFkmOImTyqBqqqFylLsLTOVOxROECVwiyjK GzypJqCSJHGoqUzltBMUuTURzVLRhqnvKaMSFTZxAZAs             ","1943-11-16T00:00:00.0000000","True","1","1974-03-30T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"276","230","Active    ","JuHDDpOBOrGTvGNBSbgrTGHFwDYMlhVhVIzTSLSTdZkxdbxEOOA         ","Major Drugs                                       ","BBB-","True","Chadwick                                                                                            ","1971 Belknap East                                                               ","Apt. 989                                                                        ","M7O 1B1     ","Sherbrooke               ","ME                  ","United States of America","utDpbGcVJStj VUFjGHJMcxEfxeVMthbPUsbCCEBLUHIX                                                                                                         ","1957-12-04T00:00:00.0000000","True","1","1974-06-23T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"277","229","Active    ","SWFbcrEhWDTnQVvYhgQ                                         ","Office Equipment                                  ","B+  ","True","Manifold                                                                                            ","10176 Pinesap Court                                                             ","                                                                                ","H7H 1T1     ","Lewiston                 ","New Brunswick       ","United States of America","eyGPEPAaNaqzImzT MDdpsqmANomziCttNzgoO BqiTLppZfoXJoETHaduLFFfXNIb UocTTmkAtlDLFvTbBr                                                                 ","1967-10-08T00:00:00.0000000","True","1","1974-06-23T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"278","228","Active    ","OCCqgHNKVmnHCpUWqcpvGPKChBNBKCjbMjChCqPYLlDYAX              ","Containers & Packaging                            ","C   ","True","Seroka                                                                                              ","6085 Drew West                                                                  ","                                                                                ","M2P 1F4     ","Milwaukee                ","MA                  ","United States of America","WO PE QnmVXajCalsSvDfqTCCLMbQCjxjWYcARqeFPPreNlUtlVbMzBSZtUCvyRIELbZzPvPOuxW B zyBSMLiVxNtFTOJBIjkwETymCEeRK gVJtBATTpcBDRvqLRyDPOoGqcDIoXZTjUpI      ","1928-11-10T00:00:00.0000000","True","1","1974-06-25T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"279","227","Active    ","qLEPMBoSVHgRqBuyYpBYGmOyLFUmdmnUZpbJVC                      ","Misc. Transportation                              ","B-  ","True","Oneel                                                                                               ","21699 Princeton Crescent                                                        ","                                                                                ","50304       ","Atlanta                  ","TN                  ","United States of America","UphfeEHIQIihPvNYjJCLlBHioeEvqDNjIkZLbepNpmBbpzZYZkVCGTbUXAXtQHjEPTdnyReAFxseKCDpUmMZGcLJWIj ASJpozhIdqrRYNeNUJJuytaqzCCSyUVDRRJQwnnoff OHWNKfXQ       ","1864-01-28T00:00:00.0000000","True","1","1974-06-26T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"280","226","Active    ","ONAHzsyLCiRLwfSKXUMvWqkPToceoCwAAqegYCPTGexMLbiAvdSWZpob    ","Rental & Leasing                                  ","B+  ","True","Clark                                                                                               ","7490 Curtis Crescent                                                            ","                                                                                ","V6I 1U9     ","Honolulu                 ","IN                  ","                        ","tXYiSaJRHtPQCnQorhIuHXTfIbvIMLtBRBDhP                                                                                                                 ","1961-02-24T00:00:00.0000000","True","1","1974-06-28T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"281","69","Inactive  ","GKXARCFbFebKiAlLUJXKJgRjmqXdAQcnJFJAKTzRouxMxMVkXQMjtVZu    ","Auto & Truck Parts                                ","AA  ","True","Bosque                                                                                              ","351 Ennis Way                                                                   ","Apt. 155                                                                        ","V6K 1U3     ","Saskatoon                ","AR                  ","United States of America","RNSPJ JNcVteXKNhOtxrIwmOpgLMtWPzIKjWiKqkoCqbTTSCBzHX                                                                                                  ","1918-06-01T00:00:00.0000000","True","1","1974-06-29T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"282","209","Active    ","TLOeJROVMacWuQLAOqTyEkblGNJmHaNXnFWPqeXGAI                  ","Auto & Truck Parts                                ","A   ","True","Geter                                                                                               ","9748 Clower Boulevard                                                           ","                                                                                ","90099       ","Richmond                 ","KY                  ","United States of America","NOeiOQIfGHAfQvvmfEOAbXXqdNrPUobOHErfxffzfRtOrJJd WCIHRuprEPgrP vSsvJmAeEKUXhsmTKJwuOQR                                                                ","1939-06-04T00:00:00.0000000","True","1","1974-06-30T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"283","111","Active    ","PJMdSzrJLCQOEjBzsCfSLWNE                                    ","Retail (Apparel)                                  ","CCC ","True","Macmahon                                                                                            ","20623 Hickory Street                                                            ","                                                                                ","76127       ","Concord                  ","IL                  ","United States of America","EBNlXInVkwCHobwEOADyOMJSjZyMhYDLcYTlykyylECZmISdMkNLEuLQoXgcTLGdKCC ORBPkJmDhSQqKFGLidvkbBAvMtuhQwZarLNUmdKCOALKrzDiHdxrvb                            ","1863-11-01T00:00:00.0000000","True","1","1973-12-25T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"284","31","Inactive  ","BCRRYMzpoAimKRITzLWLsoomeKjnZvguJDE                         ","Waste Management Services                         ","BB  ","True","Vanhuss                                                                                             ","7879 Park Hill Court                                                            ","                                                                                ","46214       ","Escondido                ","HI                  ","United States of America","rcDDAUbrUsAKUUbeRSTzFoGUKlRtRFfOpVJSDYSWXMPBF YrGgzkKSbqoGIamtAdC wEIVCTJFqESyDeIVmnqetcXRwaQvFTPyLrtoUgFWugcIasZdNFSTcLFOqiwsNKMQYhOwKafORHgSfnp     ","1921-07-23T00:00:00.0000000","True","1","1973-12-27T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"285","216","Active    ","ALaTkTrWzjYocUGvfZAGsDSHiyoSYCRYFPHwFMrxAaXvECAvwwqAKDMcdXEe","Water Utilities                                   ","G   ","True","Ladson                                                                                              ","23165 Kentucky Street                                                           ","                                                                                ","31216       ","Stamford                 ","WI                  ","United States of America","OXueUoCldyEYZczESJGGQFiqmUleCiAhEVDocOUoSxWYUSVeelhiESEsLgNDXyHgFMI VLkfLAPONRIDD                                                                     ","1924-08-10T00:00:00.0000000","True","1","1973-12-28T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"286","217","Active    ","bxgQQvZGTGLAhNiEtBeOi                                       ","Chemical Manufacturing                            ","BB+ ","True","Raya                                                                                                ","18161 Dodd Drive                                                                ","                                                                                ","85235       ","Las Cruces               ","WI                  ","United States of America","UyPIDbJObvZZRYqUpkBRBWxYTrcJTbFYePJEDMROtJwYB FolEGJgbniafElGhGlshmorwolLCkX                                                                          ","1860-09-18T00:00:00.0000000","True","1","1973-12-29T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"287","218","Active    ","NQrzYUMnOGSRcSXYPJIDZJLdIqGhuKOMIGDVNWeURAS                 ","Conglomerates                                     ","A-  ","True","Tinkler                                                                                             ","13804 Nova Upper                                                                ","                                                                                ","90340       ","Montgomery               ","KY                  ","United States of America","TfPXNcfGPnQCVSElBnPHMfVXaHvCNBAVGcEKXcSvxrmhiUHWMXTCAMEJuhfkJOkECPdKaFKtQDyVyHUAlgI                                                                   ","1940-03-13T00:00:00.0000000","True","1","1973-12-30T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"288","219","Active    ","SDPOfOXQQUJpzDMAjFvJhcQscRUtxyuaSIwQpFkqWSqHKFbvlEzuAAv     ","Crops                                             ","CCC ","True","Feldhaus                                                                                            ","10850 Chamblee Street                                                           ","                                                                                ","78211       ","Akron                    ","ID                  ","Canada                  ","WADEmTqqSlnBReRsVHdDZVVEKZJwCBSOWMBoihVdYgfcVFZCfocmwgUAzQPi                                                                                          ","1855-09-23T00:00:00.0000000","True","1","1973-12-30T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"289","220","Active    ","tvIeADvSGHihEMbMRjXLzwCrqgMnbOWMI                           ","Software & Programming                            ","BBB+","True","Pursifull                                                                                           ","5680 Powers Drive                                                               ","                                                                                ","V6P 1V2     ","Durham                   ","Nova Scotia         ","United States of America","KoUyUBJpzqYvThgZpQkHSlJjluyNaTWTDJoNJNZ QueUXQSHVOU PElCcEBjPioneUPBvOMATIraWUXHVSESQmMOLLbI                                                          ","1852-11-08T00:00:00.0000000","True","1","1973-12-31T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"290","244","Active    ","qIpMkIHFjLYEXVzfcgJKwktRJivkpTptajWhZriabXOGRZVErCQJA       ","Real Estate Operations                            ","cIe ","True","Gallihugh                                                                                           ","9247 Kinland Lane                                                               ","                                                                                ","89157       ","Salinas                  ","Nova Scotia         ","United States of America","uSuwDQbCkCCYAuPSsaOERDGbUTztDMCfyMXAdteLJbfGtsIffMyaPQiN                                                                                              ","1866-12-25T00:00:00.0000000","True","1","1975-03-24T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"291","151","Inactive  ","ESOoZxFQwvXOwMCgBotSpvGsdkPuRjaSwdwTCvmUqffFAwpb            ","Conglomerates                                     ","CCC ","True","Tanious                                                                                             ","9033 Rust Park                                                                  ","                                                                                ","79416       ","McAllen                  ","MA                  ","United States of America"," DeJFGuGxkKTjtOZBWdCxxUJRMQJNJvoRPcbRPHNdERr                                                                                                          ","1941-11-04T00:00:00.0000000","True","1","1975-03-27T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"292","243","Active    ","MeBrscyIWSJmfpAWPIFOxMNIJUduDrCUaWAJamKU                    ","Retail (Apparel)                                  ","B-  ","True","Stallard                                                                                            ","7003 Sinclair Road                                                              ","                                                                                ","77066       ","Lancaster                ","TN                  ","United States of America","mTICrIBDhIjMB S vFv                                                                                                                                   ","1944-12-30T00:00:00.0000000","True","1","1975-03-27T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"293","226","Active    ","ONAHzsyLCiRLwfSKXUMvWqkPToceoCwAAqegYCPTGexMLbiAvdSWZpob    ","Rental & Leasing                                  ","B+  ","True","Clark                                                                                               ","7490 Curtis Crescent                                                            ","                                                                                ","V6I 1U9     ","Honolulu                 ","IN                  ","                        ","tXYiSaJRHtPQCnQorhIuHXTfIbvIMLtBRBDhP                                                                                                                 ","1961-10-26T00:00:00.0000000","True","1","1975-03-27T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"294","242","Active    ","HazyHEGpqPzkHcpBCxMMwTVGPFbRDOSnOtBTjfhQueGMPBWoQJZucV      ","Retail (Grocery)                                  ","A   ","True","Carlon                                                                                              ","9689 Oakmont Drive                                                              ","                                                                                ","V6S 1T3     ","Santa Ana                ","RI                  ","United States of America","OFeklIrCGhOhwDRTvaRRecJBTtKmSRCNoLouNtjiRPWuMDGBGOauyMRqDQurVEwSUpkvMUDmdeUFbYIWzZm AEyqXxqTySZSLQZBpXCmVBbLNSMji DV JOB                              ","1967-05-11T00:00:00.0000000","True","1","1975-03-28T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"295","245","Active    ","HGjuOXGwmwHRXGKFdedIcHfLMXqXBDWISwgzdmbzHxpPpsrIVQ          ","Communications Services                           ","B+  ","True","Lezo                                                                                                ","11919 Morning Crescent                                                          ","                                                                                ","93682       ","Overland Park            ","SC                  ","United States of America","sFnvUQgfzVjPOETyyiFUdDmMiBSZuBEVLzkDBQJvSyOxPGhWxdJbSEHJlDaggYVkknUZpmAKbH YcPLzUbOJSZjIpNNQEvVUPTSMejPgvkbHD etCXgJuZNfDypuq                         ","1914-01-29T00:00:00.0000000","True","1","1975-03-29T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"296","241","Active    ","MFbhTxRgbYIPZIEQDVUFaGQjRSJOLbsQQYPxfYvYi                   ","Construction Services                             ","B-  ","True","Deller                                                                                              ","1796 Dairy Ashford Court                                                        ","                                                                                ","90501       ","Flint                    ","WI                  ","Canada                  ","YnNKeMQJLVqHZUFRSWPpV WVWv SEUNEJLNMcUhWIjWJWUanAgGKbKlNlEkBTHqSweqfqPNtsWbJQvaTEpJKNsKvLTQCUCIBPFKajVvA zlp CYRVOiAYH                                ","1969-02-13T00:00:00.0000000","True","1","1975-03-31T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"297","231","Active    ","EqVOckXbWHRVWKT                                             ","Office Equipment                                  ","BB  ","True","Kinnison                                                                                            ","11709 McCulloch West                                                            ","                                                                                ","T5D 1R7     ","Garden Grove             ","MA                  ","Canada                  ","wJoFuHKMMHAgRUIoIMXMKw kKFqHdAbdUXCDvDgVErwRNhY                                                                                                       ","1952-09-01T00:00:00.0000000","True","1","1974-09-24T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"298","223","Inactive  ","PVbGQKLLqmkqhjL                                             ","Airline                                           ","C   ","True","Cubeta                                                                                              ","16917 Farmers Upper                                                             ","Apt. 717                                                                        ","99755       ","Plano                    ","AL                  ","Canada                  ","pEjjTPlRLgyErsqOMsHALfDZPfZdRXbcXAYKawevlLLYMqDXtkHKvKFBzXNTEqNLcBUJrHqgDFcdUDSrgMOBPKqvdCAwMvwiXkQdqxTlILToCNAVtjcMkZRdqMCxzVnRPRXrBqHcWtMC          ","1932-09-15T00:00:00.0000000","True","1","1974-09-25T00:00:00.0000000","9999-12-31T00:00:00.0000000"
