BatchID,Dividend,EffectiveDate,EndDate,ExchangeID,FirstTrade,FirstTradeOnExchange,IsCurrent,Issue,Name,SK_CompanyID,SK_SecurityID,SharesOutstanding,Status,symbol
1,1.43,1968-06-20,9999-12-31,"NYSE  ",1965-07-10,1874-04-21,true,COMMON,"VFDfxWaTFvqclnBySeEadQkjilp                                           ",79,475,237797378,"Active    ",AAAAAAAAAAAAAIM
1,1.23,1967-04-29,9999-12-31,"NYSE  ",1943-05-14,1860-11-03,true,COMMON,"PNxdeTc yFBNHYcFQppSVqKyGWFL                                          ",80,477,413206204,"Active    ",AAAAAAAAAAAAAAE
1,0.53,1967-06-10,2002-09-29,"PCX   ",1913-12-13,1919-01-30,false,PREF_C,"JjMMOoVdWDshLCCyFGJWwjsRWkNGSuylgmrNLKeoGGAFfuJ                       ",80,480,671350613,"Active    ",AAAAAAAAAAAAAES
1,2.21,2002-09-29,9999-12-31,"AMEX  ",1994-07-07,1915-02-25,true,COMMON,"LCUPIcMbNBM                                                           ",228,1471,939184389,"Active    ",AAAAAAAAAAAAAES
1,1.48,1973-06-28,9999-12-31,"PCX   ",1862-12-17,1872-05-27,true,COMMON,"nfDFijSDwFJjnwjQyWcAIRjpBMUDABPTOFvyWLdNNSxhYyUEAPsONAo               ",80,487,582722946,"Active    ",AAAAAAAAAAAAAPI
1,1.62,1974-09-25,9999-12-31,"AMEX  ",1914-03-27,1902-12-30,true,PREF_C,"AkNJmAItpHAgJHVhgpoKR yNEcjJr                                         ",80,488,954638980,"Active    ",AAAAAAAAAAAAARB
1,2.98,1984-09-30,9999-12-31,"AMEX  ",1883-01-11,1879-04-02,true,COMMON,"KNldNBIGDnrtDTPCwPEr                                                  ",80,493,786140910,"Active    ",AAAAAAAAAAAABEW
1,0.22,1991-03-30,9999-12-31,"PCX   ",1977-08-24,1938-08-09,true,COMMON,"JSvmVJZxBaZsTtPsOYrQMEUGfnHxeXAzlCmYJGVCjISQFWc                       ",80,495,783413503,"Active    ",AAAAAAAAAAAABOB
1,0.37,1967-05-10,1995-12-30,"PCX   ",1889-02-18,1935-09-03,false,PREF_C,"nSUOJKJCFJZVyolNEFyY GADZtSSOZGHxzcqfMNFHKbSvxUYhrAzDqghiD            ",81,478,254460681,"Active    ",AAAAAAAAAAAAABG
1,1.02,1995-12-30,9999-12-31,NASDAQ,1935-12-21,1887-09-23,true,COMMON,"eCgnBlPQKRrEVoGpQypzpFVNXpQIuFClo                                     ",219,1452,790146341,"Active    ",AAAAAAAAAAAAABG
1,2.02,1967-06-01,9999-12-31,"PCX   ",1924-05-14,1852-11-19,true,COMMON,"FvxVEYZshpqtfOwOLOoInQBhoSifPGeL MKuOULsAtYOJvOoSBIMrU                ",81,479,788027199,"Active    ",AAAAAAAAAAAAADP
1,1.92,1967-06-13,9999-12-31,"AMEX  ",1909-08-14,1916-06-04,true,COMMON,"cxYZTzpFHyKuwMzSiKCBmNLCCPVhTnnRQyrctabMcqivULwxSxjMloeRMReK          ",81,481,158013202,"Active    ",AAAAAAAAAAAAAFD
1,1.24,1967-06-21,1988-12-31,"PCX   ",1963-04-17,1882-04-04,false,PREF_A,"SEMGUBQNLKhL oACFNGLujZTlACOPo                                        ",81,482,780786072,"Active    ",AAAAAAAAAAAAAGA
1,1.24,1988-12-31,9999-12-31,"PCX   ",1984-03-26,1888-03-21,true,PREF_A,"SEMGUBQNLKhL oACFNGLujZTlACOPo                                        ",246,39,780786072,"Inactive  ",AAAAAAAAAAAAAGA
1,0.32,1967-12-19,1996-12-29,"NYSE  ",1916-01-29,1894-03-17,false,COMMON,"nDPtVSOMoCDzrZdbDtjIRkTlwncgLtTxyMAwQPYAqPISvQmsIZciBxBi              ",81,483,916116480,"Active    ",AAAAAAAAAAAAAHQ
1,1.71,1996-12-29,9999-12-31,"NYSE  ",1995-02-25,1950-06-12,true,PREF_B,"LkIP aiQNcavdDDHoVxxKfouXuHhckkOUWrFHiCleKwEOQJj                      ",334,1516,110762426,"Active    ",AAAAAAAAAAAAAHQ
1,0.25,1970-03-24,1970-09-28,"PCX   ",1851-04-20,1935-01-17,false,COMMON,"Yyw Ywq CiFKoPxDlGmwJtR fZeAQULRQavTUCZR                              ",81,484,405172629,"Active    ",AAAAAAAAAAAAAKT
1,0.43,1970-09-28,1971-06-21,"PCX   ",1857-07-09,1863-04-05,false,PREF_A,"boTXASRSkbGfbOREGSrHRfOFDM                                            ",27,716,196775425,"Active    ",AAAAAAAAAAAAAKT
1,0.43,1971-06-21,9999-12-31,"PCX   ",1857-07-26,1863-05-05,true,PREF_A,"boTXASRSkbGfbOREGSrHRfOFDM                                            ",27,62,196775425,"Inactive  ",AAAAAAAAAAAAAKT
1,1.35,1971-03-31,9999-12-31,"PCX   ",1878-11-25,1889-04-07,true,PREF_A,"GJCveKoslLXMAEn WDOUjQmVktLZiRCQREuqF TNX N                           ",81,486,565983274,"Active    ",AAAAAAAAAAAAAMD
1,1.15,1967-05-01,9999-12-31,"PCX   ",1852-01-06,1862-02-17,true,COMMON,"jwNYEvuWTkLqhW                                                        ",82,500,488190951,"Active    ",AAAAAAAAAAAAAAH
1,2.64,1967-05-02,2001-12-30,NASDAQ,1852-06-07,1959-12-09,false,COMMON,"oSdwaF IZnEsEAvygPZJPGzFjDEMDJXRZKitjdgzKyNCrGHHuEVQjOPjLEhfJHeNAQEN  ",82,501,648069445,"Active    ",AAAAAAAAAAAAAAK
1,0.21,2001-12-30,9999-12-31,NASDAQ,1930-04-11,1865-04-25,true,COMMON,"RXPIEnZrDHDwMHIPGIUjKTQQ YTmAiXTuFoDXQPBFO zHE MyFDqjJPjUDryAZapcee   ",490,1598,881845520,"Active    ",AAAAAAAAAAAAAAK
1,1.99,1968-09-28,9999-12-31,NASDAQ,1862-03-29,1870-05-30,true,COMMON,"EwzJnEYPfMDYTZJURZRGzUmVaCOjtJvZFLnrP                                 ",82,496,636968316,"Active    ",AAAAAAAAAAAAAIU
1,2.69,1967-04-30,9999-12-31,"NYSE  ",1856-10-07,1882-07-18,true,COMMON,"ScFEiCjIVZPCoRjRomREgzaZdyAPPETyBSOKBNfUa                             ",83,499,926518720,"Active    ",AAAAAAAAAAAAAAF
1,0.27,1967-05-11,1985-09-30,"PCX   ",1928-04-08,1924-02-04,false,COMMON,"CWkQv CVHflkKOYGzSEGRtfO iAQgMPKOjCBjVVketX                           ",83,504,416091002,"Active    ",AAAAAAAAAAAAABJ
1,0.26,1985-09-30,9999-12-31,NASDAQ,1937-02-01,1978-07-02,true,COMMON,"QITOKzsTAKaDGMNeNPtjUEfNcyPIGOu VWkHEJSge UBdUs                       ",248,473,775954099,"Active    ",AAAAAAAAAAAAABJ
1,3.0,1967-05-12,9999-12-31,NASDAQ,1901-01-27,1866-10-25,true,PREF_A,"bsTUBRJPHznPOSQXClKUHHBtVhHfS NzlVkdUIfEjLfm                          ",83,505,641678655,"Active    ",AAAAAAAAAAAAABN
1,1.38,1968-06-26,9999-12-31,"AMEX  ",1954-12-22,1930-06-16,true,PREF_A,"sKSLPQtxYEsvDIBJOEjHsRikCjmGrROMEgRUYJbsMRdcRFILqXBIjyG               ",83,498,297682206,"Active    ",AAAAAAAAAAAAAIQ
1,2.85,1969-06-24,9999-12-31,NASDAQ,1944-07-26,1938-04-24,true,COMMON,"ifCXJNIZprjzlCPuRtJFMIZzuHxA                                          ",83,497,606664371,"Active    ",AAAAAAAAAAAAAJU
1,2.48,1967-05-23,1981-12-30,"PCX   ",1933-12-09,1909-06-16,false,COMMON,"dqaSEsLRziQlgayTIaocAGODiLIAbQUdDmLCaKAEHwPyRooDAAUuGCHJ              ",84,507,554653419,"Active    ",AAAAAAAAAAAAACT
1,2.48,1981-12-30,9999-12-31,"PCX   ",1944-06-21,1916-12-02,true,COMMON,"dqaSEsLRziQlgayTIaocAGODiLIAbQUdDmLCaKAEHwPyRooDAAUuGCHJ              ",198,40,554653419,"Inactive  ",AAAAAAAAAAAAACT
1,1.64,1967-06-18,9999-12-31,NASDAQ,1916-03-12,1951-03-03,true,COMMON,"cNmzUXOSWrRMIfRnNuE                                                   ",84,508,108949217,"Active    ",AAAAAAAAAAAAAFS
1,1.1,1967-12-27,1972-06-24,NASDAQ,1935-03-13,1855-08-06,false,PREF_A,"cRQlPrFZVJKS                                                          ",84,509,580613641,"Active    ",AAAAAAAAAAAAAHR
1,2.39,1972-06-24,1972-09-30,"AMEX  ",1901-10-31,1959-02-23,false,COMMON,"RWH LIiWZmDHbbjrjtCCeYr hVlzveOUbUOycClwyMISHHVJDbvGFag               ",87,527,344274355,"Active    ",AAAAAAAAAAAAAHR
1,1.12,1972-09-30,9999-12-31,"PCX   ",1859-07-18,1935-08-24,true,COMMON,"sgebkCthdXEUgRvKJQSQtoBMceSKyVtLHaSYIIttrgSleTuGzPyVNGT               ",167,841,44416546,"Active    ",AAAAAAAAAAAAAHR
1,1.16,1970-09-25,9999-12-31,NASDAQ,1961-01-10,1956-01-25,true,COMMON,"KRJRINESFJOyjfMfysISNTMDokYHynQEDxcAOBhGLlkoISovUMjEBd                ",84,510,15625326,"Active    ",AAAAAAAAAAAAALM
1,1.35,1991-12-29,9999-12-31,"AMEX  ",1851-03-19,1944-02-20,true,COMMON,"lBQoMoIgRegBNjXZqApPm cdvwBiAEMmcAxhxHOqiGphARSePvFwfCrTQO            ",96,579,147399565,"Active    ",AAAAAAAAAAAABPB
1,1.26,1993-12-31,9999-12-31,"AMEX  ",1881-10-15,1972-02-14,true,COMMON,"WYbLHGQjeHLLhnWuLBRBQsPORkCKmduOKiFXuTnaCyarIldKEKNWNUVrcvReu         ",96,1388,201813679,"Active    ",AAAAAAAAAAAABRT
1,2.85,1967-05-16,9999-12-31,"NYSE  ",1864-12-13,1885-04-26,true,COMMON,"VNwLEZzrGahvFPczINOELdFDSjIDBqOBDcXKFsChxAzlXMoouR                    ",97,552,534843063,"Active    ",AAAAAAAAAAAAABZ
1,0.89,1967-06-08,9999-12-31,NASDAQ,1934-08-26,1935-09-30,true,COMMON,"JUSRwMEYbmYXtukHWIFRJUjbhPyXsCAFGxeZBvOLyzOYmLTz voEjuglonG           ",97,558,348655176,"Active    ",AAAAAAAAAAAAAEL
1,0.99,1967-06-10,1997-12-30,"NYSE  ",1850-06-09,1909-09-01,false,COMMON,"ExqClZNFNKJCXTHdOnPtLABmPNdiddwcTlQTFAopEQZwzk                        ",97,559,944931376,"Active    ",AAAAAAAAAAAAAER
1,2.29,1997-12-30,9999-12-31,"NYSE  ",1913-01-04,1975-10-11,true,PREF_A,"KiMWCkvKuSaXmUjJNOijNGtWhrxVqmuGMYOfppcvtpVomQlxzRQMh BKRXXTLR        ",814,1796,340588999,"Active    ",AAAAAAAAAAAAAER
1,0.85,1967-06-16,1969-03-26,"PCX   ",1952-11-29,1885-07-03,false,COMMON,"VfVxTAGgyPL oCbLnqV                                                   ",97,561,1520655,"Active    ",AAAAAAAAAAAAAFL
1,0.85,1969-03-26,9999-12-31,"PCX   ",1954-06-25,1886-01-17,true,COMMON,"VfVxTAGgyPL oCbLnqV                                                   ",97,46,1520655,"Inactive  ",AAAAAAAAAAAAAFL
1,0.31,1967-06-20,9999-12-31,NASDAQ,1852-11-08,1860-09-07,true,COMMON,"PXJmAe LUqDJoRQFCgJTaWnSpSCbjwvTAFNIuAfUqRerSPPQTTKocuiiAPPblWTT      ",97,563,634387100,"Active    ",AAAAAAAAAAAAAFW
1,0.62,1968-03-30,9999-12-31,NASDAQ,1952-08-07,1932-04-19,true,PREF_A,"yScspnVHBHSSBEcdDcQEdNTWAGBcSjUufApc                                  ",97,566,303443235,"Active    ",AAAAAAAAAAAAAHZ
1,1.93,1974-12-30,1986-03-31,"AMEX  ",1941-04-28,1865-09-03,false,COMMON,"dLxFeHDzVbcZryUvwSVNQQbi gSNEZcEkgOWCGITHJHNUbzPJWQChGeTB             ",97,574,319602016,"Active    ",AAAAAAAAAAAAARN
1,0.52,1986-03-31,2011-09-30,"AMEX  ",1879-06-20,1910-05-01,false,PREF_B,"eIIhJwdQKPTrUZrSsAsVFDvOYcAODNUABlOqHZnCIDFJHsYLBnwHjFUy              ",399,1187,267745208,"Active    ",AAAAAAAAAAAAARN
1,0.52,2011-09-30,9999-12-31,"AMEX  ",1885-01-09,1921-09-15,true,PREF_B,"eIIhJwdQKPTrUZrSsAsVFDvOYcAODNUABlOqHZnCIDFJHsYLBnwHjFUy              ",399,176,267745208,"Inactive  ",AAAAAAAAAAAAARN
1,1.42,1994-09-29,9999-12-31,NASDAQ,1918-08-28,1885-10-16,true,COMMON,"alpRDLMBINIDPMFpbJymlUKOXxUB                                          ",20,1416,212068789,"Active    ",AAAAAAAAAAAABSW
1,1.4,1995-03-31,9999-12-31,"NYSE  ",1980-07-15,1877-12-02,true,COMMON,"lKK maxXkRgRizudHflCnsrZCQNHeizCIQpmembJTBNGBYzQwsqQlZM               ",20,1417,53123073,"Active    ",AAAAAAAAAAAABTQ
1,2.46,2009-03-31,9999-12-31,"NYSE  ",1850-10-22,1959-04-22,true,COMMON,"uhZIPTuCPNxsjCHOnBWBFCzkEWIqBRfKAgpxAGNAXSNGT a                       ",20,165,998729229,"Inactive  ",AAAAAAAAAAAAAWB
1,2.46,1978-03-29,2009-03-31,"NYSE  ",1850-08-25,1937-11-21,false,COMMON,"uhZIPTuCPNxsjCHOnBWBFCzkEWIqBRfKAgpxAGNAXSNGT a                       ",20,797,998729229,"Active    ",AAAAAAAAAAAAAWB
1,2.79,1969-09-22,1972-12-27,"AMEX  ",1871-12-25,1959-01-03,false,COMMON,"macoVFrHnRXMnafbfEqSUItJwPnFFooWjqIrufYpDs                            ",21,791,208749343,"Active    ",AAAAAAAAAAAAAKH
1,2.79,1972-12-27,9999-12-31,"AMEX  ",1872-08-02,1962-01-01,true,COMMON,"macoVFrHnRXMnafbfEqSUItJwPnFFooWjqIrufYpDs                            ",21,73,208749343,"Inactive  ",AAAAAAAAAAAAAKH
1,2.86,1973-12-31,9999-12-31,NASDAQ,1865-11-24,1910-05-14,true,COMMON,"mgJClBxSatvmNCmNEEgpdEEkDI                                            ",21,794,957740040,"Active    ",AAAAAAAAAAAAAQG
1,2.56,1974-03-28,1980-09-26,NASDAQ,1902-12-21,1905-07-04,false,PREF_A,"VXRGAzoTTkKQHWarJNCQYqkhSTAj                                          ",21,793,830099084,"Active    ",AAAAAAAAAAAAAQO
1,1.54,1980-09-26,9999-12-31,"AMEX  ",1899-03-01,1913-06-05,true,COMMON,"vdKLEWQUFmnJCQNrgxSyRpTwQZInGkMPJYNa                                  ",112,664,176010282,"Active    ",AAAAAAAAAAAAAQO
1,0.81,1968-12-25,1974-12-25,"NYSE  ",1946-02-14,1878-11-23,false,PREF_B,"RVGBRTCukOUshZF YElgNfR                                               ",23,243,467588004,"Active    ",AAAAAAAAAAAAAJG
1,0.81,1974-12-25,9999-12-31,"NYSE  ",1951-01-04,1880-05-13,true,PREF_B,"RVGBRTCukOUshZF YElgNfR                                               ",23,7,467588004,"Inactive  ",AAAAAAAAAAAAAJG
1,2.27,1969-03-30,9999-12-31,"AMEX  ",1950-10-09,1922-12-09,true,COMMON,"ujdMXrZauyBtqYprknhAwnSMEUGMk                                         ",23,235,294708402,"Active    ",AAAAAAAAAAAAAJN
1,2.2,1969-12-29,9999-12-31,"NYSE  ",1933-03-22,1864-04-16,true,COMMON,"hQycAKOeXx NCN tbuSWQKXYfkvVhZXyJiuDuFPRDndMykajnF zbKBEpmitMyPMjKu   ",23,244,13913237,"Active    ",AAAAAAAAAAAAAKQ
1,2.88,1971-06-26,1991-12-29,"NYSE  ",1856-09-19,1948-11-15,false,COMMON,"AsjAFpXaWkFffveufiNHvT                                                ",23,246,159809388,"Active    ",AAAAAAAAAAAAAFQ
1,2.03,1991-12-29,2002-09-30,NASDAQ,1950-01-12,1908-09-04,false,COMMON,"aff cIwXTQTtaOSvQdLlqbvAGy                                            ",172,892,798389215,"Active    ",AAAAAAAAAAAAAFQ
1,2.03,2002-09-30,9999-12-31,NASDAQ,1957-08-30,1913-02-25,true,COMMON,"aff cIwXTQTtaOSvQdLlqbvAGy                                            ",172,120,798389215,"Inactive  ",AAAAAAAAAAAAAFQ
1,0.5,1967-06-18,1971-06-26,"NYSE  ",1850-04-20,1897-03-20,false,COMMON,"jrrzqQEZFQEqmaHKZWFjRYAGMKwKxGXCEqUcefnEiimosrKHmHm                   ",103,597,689283721,"Active    ",AAAAAAAAAAAAAFQ
1,0.27,1975-12-25,9999-12-31,"NYSE  ",1896-12-07,1930-02-24,true,COMMON,"cjOUwqVXCWHJCkcvZDvlkMpqQRgfGHVQCGoDgdTvjM QcXjhUBYLrJAdrUcmPtL       ",26,739,556008301,"Active    ",AAAAAAAAAAAAASY
1,2.43,1975-12-29,9999-12-31,"AMEX  ",1963-12-15,1946-06-28,true,PREF_A,"Gu DDWaHag                                                            ",26,740,246349064,"Active    ",AAAAAAAAAAAAATA
1,0.18,1975-12-29,9999-12-31,NASDAQ,1961-08-02,1935-02-18,true,COMMON,"UYPGVqzIVKZEG tFJH                                                    ",26,741,410490809,"Active    ",AAAAAAAAAAAAASU
1,0.91,1977-03-25,9999-12-31,"PCX   ",1939-12-05,1858-04-04,true,COMMON,"qjGAReyFmBE                                                           ",26,743,702759639,"Active    ",AAAAAAAAAAAAAUQ
1,1.64,1981-12-27,9999-12-31,"PCX   ",1891-06-12,1931-02-27,true,COMMON,"RUsPqhPfyHUMYBE                                                       ",26,747,967711970,"Active    ",AAAAAAAAAAAABBG
1,0.75,1998-12-31,9999-12-31,"PCX   ",1964-05-09,1872-07-21,true,COMMON,"apznUJgTbiLJh                                                         ",26,1409,973704505,"Active    ",AAAAAAAAAAAABYP
1,2.77,1970-12-26,9999-12-31,"PCX   ",1851-09-24,1852-04-15,true,COMMON,"sKWJZlTHPTD zspFqSqtrpFhRwXphIaRAEQQPxLHtDlSSs                        ",28,718,531097743,"Active    ",AAAAAAAAAAAAALY
1,2.29,1970-12-29,9999-12-31,"NYSE  ",1905-09-12,1956-09-18,true,PREF_A,"dfmMOlnfRBDFYrHphLu                                                   ",30,222,27768184,"Active    ",AAAAAAAAAAAAALW
1,2.87,2016-03-30,9999-12-31,"PCX   ",1915-08-26,1939-05-05,true,COMMON,"IEaNxwPyYJMCoGVkeVhvmhPaSN                                            ",40,2261,413318921,"Active    ",AAAAAAAAAAAACWO
1,1.78,1967-05-27,1980-12-31,"AMEX  ",1933-01-28,1853-07-02,false,PREF_A,"ZVXNqHSlTIVAlEzomCm                                                   ",42,262,517065853,"Active    ",AAAAAAAAAAAAADD
1,2.66,1980-12-31,9999-12-31,"AMEX  ",1884-12-20,1901-10-13,true,COMMON,"cCxOFDAXIOyuePLWfPwyN                                                 ",448,1214,220821938,"Active    ",AAAAAAAAAAAAADD
1,0.19,1967-06-25,1972-06-20,"NYSE  ",1862-06-19,1898-07-05,false,COMMON,"cMroCYieAmsIkhQHkvJPYIlUuoXVRqtmihuhQGsLTDQbMlg                       ",42,272,4690457,"Active    ",AAAAAAAAAAAAAGS
1,0.19,1972-06-20,9999-12-31,"NYSE  ",1862-12-31,1900-08-03,true,COMMON,"cMroCYieAmsIkhQHkvJPYIlUuoXVRqtmihuhQGsLTDQbMlg                       ",42,10,4690457,"Inactive  ",AAAAAAAAAAAAAGS
1,2.9,1968-12-26,1970-09-23,"AMEX  ",1961-10-31,1960-10-15,false,COMMON,"CIz GTPPCrlhTZJAzeIHV oesgSPgEQTyEHFOpmxI                             ",42,276,154002494,"Active    ",AAAAAAAAAAAAAJA
1,2.9,1970-09-23,9999-12-31,"AMEX  ",1963-06-26,1962-06-04,true,COMMON,"CIz GTPPCrlhTZJAzeIHV oesgSPgEQTyEHFOpmxI                             ",42,9,154002494,"Inactive  ",AAAAAAAAAAAAAJA
1,0.74,1973-09-26,9999-12-31,"NYSE  ",1955-06-03,1874-07-12,true,COMMON,"XSXusPBGDhFSTWhotTvyGMFDqpnIKMkAGuwZpoYPBR                            ",42,286,24043259,"Active    ",AAAAAAAAAAAAAPT
1,0.26,1983-09-28,9999-12-31,"AMEX  ",1879-12-31,1901-11-16,true,PREF_A,"BHlKuQGRHOOpUKJuevBWRokSJnpClSJWIQDd                                  ",42,290,537840953,"Active    ",AAAAAAAAAAAABDR
1,2.83,2013-12-30,9999-12-31,"AMEX  ",1924-12-28,1892-02-20,true,COMMON,"LybZkeJYCqbLNDQrLpNrWCdGlvUDETWJMLYUfPzqQJTFUDhTswIoDjkmh             ",42,1876,652161148,"Active    ",AAAAAAAAAAAACTQ
1,1.73,1967-04-28,1980-06-27,NASDAQ,1916-12-18,1854-11-12,false,PREF_A,"UilVUTKRECLSDpP DaKlJUMCQMeiZFugwSvUCGkEEiTI                          ",43,254,999528317,"Active    ",AAAAAAAAAAAAAAC
1,1.83,1980-06-27,9999-12-31,"AMEX  ",1944-07-05,1886-05-08,true,COMMON,"hKwKvUYqaqLs qKBNWvxS                                                 ",327,1118,471647143,"Active    ",AAAAAAAAAAAAAAC
1,1.65,1967-05-15,1986-09-29,"PCX   ",1903-05-21,1854-05-25,false,PREF_B,"yPjoNkePCMafzYWRFBf LkanJeF                                           ",44,258,938248691,"Active    ",AAAAAAAAAAAAABV
1,1.43,1986-09-29,9999-12-31,"NYSE  ",1893-10-18,1850-01-01,true,COMMON,"XmCLFoUTKVWsUUQXSWFEMaeQOGsD                                          ",538,1293,470937165,"Active    ",AAAAAAAAAAAAABV
1,0.05,1967-06-05,1980-03-30,"AMEX  ",1915-08-28,1928-01-04,false,COMMON,"PmddfFKgIRhVtHxaySDlIIYXFuuJFrkhkDHSLGzo                              ",44,264,958472683,"Active    ",AAAAAAAAAAAAAEC
1,2.93,1980-03-30,1998-09-30,"AMEX  ",1866-12-09,1950-02-10,false,COMMON,"ZSVHtLsLuhf HzHqLsDHLOxMrsA                                           ",406,1198,778592231,"Active    ",AAAAAAAAAAAAAEC
1,2.0,1998-09-30,9999-12-31,"NYSE  ",1930-06-06,1872-04-19,true,COMMON,"iOZrwFQJvibxSJbynHSemVvtsVtlWRHJHFiWWykACRCCsLeOIKHvIxo               ",759,1669,920029705,"Active    ",AAAAAAAAAAAAAEC
1,2.04,1967-06-14,9999-12-31,NASDAQ,1894-06-10,1904-01-05,true,PREF_C,"oNpeMOUNMAsmrDXOXLSGSOjWjULVLfebxBNiyq                                ",44,268,436077847,"Active    ",AAAAAAAAAAAAAFG
1,1.07,1967-06-25,1988-03-30,"NYSE  ",1875-10-27,1855-05-19,false,COMMON,"ioYURGgyCqfGDosrYIIOMeMUgxYHXisdVaWbIIVIyTELkC                        ",44,273,760996957,"Active    ",AAAAAAAAAAAAAGU
1,1.07,1988-03-30,9999-12-31,"NYSE  ",1880-06-04,1856-05-03,true,COMMON,"ioYURGgyCqfGDosrYIIOMeMUgxYHXisdVaWbIIVIyTELkC                        ",44,13,760996957,"Inactive  ",AAAAAAAAAAAAAGU
1,2.41,1972-12-31,9999-12-31,NASDAQ,1853-11-11,1899-01-26,true,COMMON,"PlElrMNNCqElbtF B AIWhEEBetLVRELIgEZiBmQcEFQwcahzeERAdqUaNpIGpOQ      ",44,284,225055713,"Active    ",AAAAAAAAAAAAAOO
1,2.43,1967-06-24,9999-12-31,"AMEX  ",1911-10-26,1873-04-20,true,COMMON,"wDhrNJtLBLMno YnVDFJwGVIuZDDfKn PpDOkZKmVEClVRRyMe                    ",45,294,898005630,"Active    ",AAAAAAAAAAAAAGN
1,2.68,1968-03-30,9999-12-31,"AMEX  ",1942-06-28,1912-01-16,true,COMMON,"tvGCZLSwKXUTEmTeOQlWVYjJtNXDnFgIWvaDRgICAfMuMj                        ",45,296,502545437,"Active    ",AAAAAAAAAAAAAHW
1,1.37,1967-12-30,1968-03-30,"NYSE  ",1860-05-26,1965-06-03,false,PREF_A,"QFZGETDInGKTAuUB LgQtGGtIVQAHFraRAlEjFnuqfwoEIUamQLbbTJKOB            ",127,298,687807496,"Active    ",AAAAAAAAAAAAAHW
1,0.83,1970-03-23,9999-12-31,"AMEX  ",1949-01-12,1941-04-25,true,COMMON,"qiLFSFSHXCxRUjxbQnRSCKSHbiIgnCkzaXf                                   ",45,300,830882980,"Active    ",AAAAAAAAAAAAAKY
1,1.33,1973-06-28,9999-12-31,"AMEX  ",1932-03-07,1923-07-17,true,COMMON,"pxnoKekCtbjjelAnbSICRiBUP D                                           ",45,302,111853271,"Active    ",AAAAAAAAAAAAAPO
1,0.28,1967-06-23,1991-03-29,"AMEX  ",1882-05-06,1907-01-26,false,PREF_A,"kFlRYIyEwzTCRrIZLzewPfYE                                              ",51,323,233495211,"Active    ",AAAAAAAAAAAAAGK
1,1.31,1991-03-29,9999-12-31,"NYSE  ",1956-08-07,1882-09-11,true,PREF_A,"OGYPvHgJuifclroJSlCwbMtVgraLyLAkQhFGnd sKyqWSeaBDLemx                 ",197,515,802184981,"Active    ",AAAAAAAAAAAAAGK
1,1.57,1968-06-20,9999-12-31,NASDAQ,1898-11-26,1949-06-05,true,PREF_A,"DpgApUutrzOGUsRXdDpIIGRNS                                             ",51,312,392958355,"Active    ",AAAAAAAAAAAAAIL
1,0.96,1968-09-20,9999-12-31,"PCX   ",1932-10-24,1945-06-25,true,COMMON,"pTSxgrpybJzeEKIKVnqKHEo erV xSyNYdsYSMECKNjcSyGAIaMjxyRtOGrW          ",51,311,600316359,"Active    ",AAAAAAAAAAAAAIR
1,0.0,1970-03-23,1976-03-31,"PCX   ",1895-07-29,1877-05-18,false,COMMON,"JwwYfLTjbfqVXgEVJRMJVLdIkENNncKq                                      ",51,326,115764420,"Active    ",AAAAAAAAAAAAALA
1,0.0,1976-03-31,9999-12-31,"PCX   ",1897-11-16,1878-10-06,true,COMMON,"JwwYfLTjbfqVXgEVJRMJVLdIkENNncKq                                      ",51,18,115764420,"Inactive  ",AAAAAAAAAAAAALA
1,2.77,1970-06-30,9999-12-31,"NYSE  ",1917-06-02,1882-02-19,true,COMMON,"sgIXGpCqvwcRdPgVAtEMMszUfogeWMAabsEMOk                                ",51,325,978186710,"Active    ",AAAAAAAAAAAAALI
1,1.9,1972-03-25,9999-12-31,"AMEX  ",1881-04-11,1896-08-20,true,COMMON,"XPYQXAPUMgSBWVfsMAUKAbSTPfFAbvXR CX                                   ",51,328,589170167,"Active    ",AAAAAAAAAAAAANR
1,2.51,1972-12-31,9999-12-31,"NYSE  ",1971-05-11,1949-03-03,true,COMMON,"BPkHckjXFqUQcxlPqEjlmlQUdJJxAakJGKRNTexdCQvrfF                        ",51,330,380552791,"Active    ",AAAAAAAAAAAAAOQ
1,1.69,1975-06-25,9999-12-31,"AMEX  ",1948-10-31,1964-02-20,true,COMMON,"XkdibsOqBVVqLBpvMbDzfpOvlgBeTpFOHALBkB                                ",51,334,245765867,"Active    ",AAAAAAAAAAAAASA
1,2.23,1979-03-29,9999-12-31,NASDAQ,1972-04-23,1878-11-30,true,PREF_A,"WHRCAOIcrGMkGtDt Gu SPZZOJcvkUUC                                      ",51,338,717740116,"Active    ",AAAAAAAAAAAAAXF
1,2.36,1981-12-28,9999-12-31,"NYSE  ",1863-01-13,1978-10-28,true,COMMON,"MnDHbMSdASUmYLzoFMdtvBcjEdOGQCsTHoOrGlrtPNynJO                        ",51,341,227134338,"Active    ",AAAAAAAAAAAABBA
1,1.65,1985-12-29,9999-12-31,NASDAQ,1962-06-24,1867-02-04,true,COMMON,"ZKcHQJCoVunrVzxxwQrQBgAMSQPzkuCgQtlchUdzHxNrg pLSEiG                  ",51,343,653755632,"Active    ",AAAAAAAAAAAABGO
